id,code_number,description,add_entry
"combined_nom_23091039",23091039,"Alimenti per cani o gatti, condizionati per la vendita al minuto, contenenti glucosio, sciroppo di glucosio, malto-destrina o sciroppo di malto-destrina, con tenore in peso > 10% ma =< 30% di amido odi fecola e con tenore in peso >= 50% di prodotti l",
"combined_nom_23091051",23091051,"Alimenti per cani o gatti, condizionati per la vandita al minuto, contenenti glucosio, sciroppo di glucosio, malto-destrina o sciroppo di malto-destrina, con tenore in peso > 30% di amido o di fecola(non contenenti prodotti lattiero-caseari) o con te",
"combined_nom_23091053",23091053,"Alimenti per cani o gatti, condizionati per la vendita al minuto, contenenti glucosio, sciroppo di glucosio, malto-destrina o sciroppo di malto-destrina, con tenore in peso > 30% di amido o di fecolae con tenore in peso >= 10% ma < 50% di prodotti la",
"combined_nom_23091059",23091059,"Alimenti per cani o gatti, condizionati per la vandita al minuto, contenenti glucosio, sciroppo di glucosio, malto-destrina o sciroppo di malto-destrina, con tenore in peso > 30% di amido o di fecolae con tenore in peso >= 50% di prodotti lattiero-ca",
"combined_nom_23091070",23091070,"Alimenti per cani o gatti, condizionati per la vendita al minuto, (non contenenti nè amido o fecola, nè glucosio o sciroppo di glucosio, nè malto-destrina o sciroppo di malto-destrina) ma contenenti prodotti lattiero-caseari",
"combined_nom_23091090",23091090,"Alimenti per cani o gatti, condizionati per la vendita al minuto, (non contenenti nè amido o fecola, nè glucosio o sciroppo di glucosio, nè malto-destrina o sciroppo di malto-destrina nè prodotti lattiero-caseari)",
"combined_nom_23099010",23099010,"Prodotti detti ""solubili"" di pesci o di mammiferi marini, per l'alimentazione di cani o gatti, non condizionati per la vendita al minuto",
"combined_nom_23099020",23099020,"Residui della fabbricazione degli amidi di granturco, di cui alla nota complementare 5 del capitolo 23, dei tipi utilizzati per l'alimentazione degli animali (escl. alimenti per cani o gatti condizionati per la vendita al minuto)",
"combined_nom_23099031",23099031,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina ma (non contenenti amido o fecola) o con tenore in peso =< 10% di amido o di fecola (non contene",
"combined_nom_23099033",23099033,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, ma (non contenenti amido o fecola) o con tenore in peso =< 10% di amido o di fecola e con tenor",
"combined_nom_23099035",23099035,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, ma (non contenenti amido o fecola) o con tenore in peso =< 10% di amido o di fecola e con tenor",
"combined_nom_23099039",23099039,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, ma (non contenenti amido o fecola) o con tenore in peso =< 10% di amido o di fecola e con tenor",
"combined_nom_23099041",23099041,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, con tenore in peso > 10% ma =< 30% di amido o di fecola (non contenenti prodotti lattiero-casea",
"combined_nom_23099043",23099043,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, con tenore in peso > 10% ma =< 30% di amido o di fecola e con tenore in peso >= 10% ma < 50% di",
"combined_nom_23099049",23099049,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, molto-destrina, sciroppo di malto-destrina, con tenore in peso > 10% ma =< 30% di amido o di fecola e con tenore in peso >= 50%i di prodott",
"combined_nom_23099051",23099051,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, con tenore in peso > 30% di amido o di fecola (non contenenti prodotti lattiero- caseari) o con",
"combined_nom_23099053",23099053,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, con tenore in peso > 30% di amido o di fecola e con tenore in peso >= 10% ma < 50% di prodotti ",
"combined_nom_23099059",23099059,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, contenenti glucosio, sciroppo di glucosio, malto-destrina, sciroppo di malto-destrina, con tenore in peso > 30% di amido o di fecola e con tenore in peso >= 50% di prodotti lattiero-",
"combined_nom_23099070",23099070,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali (non contenenti nè amido o fecola nè glucosio o sciroppo di glucosio nè malto-destrina o sciroppo di malto-destrina) ma contenenti prodotti lattiero-caseari (escl. alimenti per cani o",
"combined_nom_23099091",23099091,"Polpe di barbabietole melassate per l'alimentazione degli animali",
"combined_nom_23099095",23099095,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, aventi tenore, in peso, di cloruro di colina >= 49%, su supporto organico o inorganico","Chilogrammi di cloruro di colin"
"combined_nom_23099099",23099099,"Preparazioni dei tipi utilizzati per l'alimentazione degli animali, non contenenti ne' amido o fecola, ne' glucosio o sciroppo di glucosio, ne' malto-destrina o sciroppo di malto-destrina, ne'prodotti lattiero-caseari (escl. alimenti per cani o gatti",
"combined_nom_24000000",24000000,"Merci del capitolo 24 al di sotto della soglia di assimilazione",
"combined_nom_24011010",24011010,"Tabacchi non scostolati, tipo Virginia",
"combined_nom_24011020",24011020,"Tabacchi non scostolati, tipo Burley",
"combined_nom_24011030",24011030,"Tabacchi non scostolati, tipo Maryland",
"combined_nom_24011041",24011041,"Tabacchi non scostolati ""fire cured"", tipo Kentucky",
"combined_nom_24011049",24011049,"Tabacchi non scostolati ""fire cured"", escluso quello tipo Kentucky",
"combined_nom_24011050",24011050,"Tabacchi non scostolati ""light air cured""",
"combined_nom_24011060",24011060,"Tabacchi non scostolati, ""sun cured"" tipo orientale",
"combined_nom_24011070",24011070,"Tabacchi non scostolati, ""dark air cured""",
"combined_nom_24011080",24011080,"Tabacchi non scostolati, ""flue cured"", esclusi quelli di tipo Virginia",
"combined_nom_24011090",24011090,"Tabacchi non scostolati, diversi da quelli delle precedenti voci 2401",
"combined_nom_24012010",24012010,"Tabacchi ""flue cured"", scostolati anche parzialmente, tipo Virginia",
"combined_nom_24012020",24012020,"Tabacchi ""light air cured"" scostolati anche parzialmente, del tipo Burley",
"combined_nom_24012030",24012030,"Tabacchi ""light air cured"" scostolati anche parzialmente, del tipo Maryland",
"combined_nom_24012041",24012041,"Tabacchi ""fire cured"" scostolati anche parzialmente, del tipo Kentucky",
"combined_nom_24012049",24012049,"Tabacchi scostolati anche parzialmente ""fire cured"", escluso quello del tipo Kentucky",
"combined_nom_24012050",24012050,"Tabacchi ""light air cured"" scostolati anche parzialmente, esclusi quelli del tipo Burley e Maryland",
"combined_nom_24012060",24012060,"Tabacchi scostolati anche parzialmente, ""sun cured"", del tipo orientale",
"combined_nom_24012070",24012070,"Tabacchi scostolati anche parzialmente, ""dark air cured""",
"combined_nom_24012080",24012080,"Tabacchi scostolati anche parzialmente, ""flue cured"", esclusi quelli tipo virginia",
"combined_nom_24012090",24012090,"Tabacchi, parzialmente o totalmente scostolati (non altrimenti lavorati) (escl. tabacchi ""flue cured"", ""light air cured"", ""fire cured"", ""dark air cured"" nonchè tabacchi ""sun cured"" del tipo orientale)",
"combined_nom_24013000",24013000,"Cascami di tabacco",
"combined_nom_24021000",24021000,"Sigari, incl. i sigari spuntati, e sigaretti, contenenti tabacco","Migliaia di pezzi"
"combined_nom_24022010",24022010,"Sigarette contenenti tabacco e garofano","Migliaia di pezzi"
"combined_nom_24022090",24022090,"Sigarette contenenti tabacco, senza garofano","Migliaia di pezzi"
"combined_nom_24029000",24029000,"Sigari, sigaretti e sigarette, contenenti succedanei del tabacco",
"combined_nom_24031010",24031010,"Tabacco da fumo, anche contenente succedanei del tabacco in qualsiasi proporzione, in imballaggi immediati di contenuto netto =< 500 g",
"combined_nom_24031090",24031090,"Tabacco da fumo, anche contenente succedanei del tabacco in qualsiasi proporzione, in imballaggi immediati di contenuto netto > 500 g",
"combined_nom_24039100",24039100,"Tabacchi ""omogeneizzati"" o ""ricostituiti"" da foglie di tabacco finemente sminuzzate, da tabacco scaduto o da polveri di tabacco",
"combined_nom_24039910",24039910,"Tabacco da masticare e tabacco da fiuto",
"combined_nom_24039990",24039990,"Tabacchi e succedanei del tabacco, lavorati, farine di tabacco estratti e sughi di tabacco (escl. tabacco da masticare e da fiuto, sigari, sigari spuntati, sigaretti, sigarette e tabacco da fumo, anche contenente succedanei del tabacco in qualsiasi p",
"combined_nom_25000000",25000000,"Merci del capitolo 25 al di sotto della soglia di assimilazione",
"combined_nom_25010010",25010010,"Acqua di mare e acque madri di saline",
"combined_nom_25010031",25010031,"Sale e cloruro di sodio puro, destinati alla trasformazione chimica",
"combined_nom_25010051",25010051,"Sale, denaturato o destinato ad altri usi industriali, incl. la raffinazione (escl. quello destinato alla trasformazione chimica e alla conservazione o alla fabbricazione di prodotti destinati all'alimentazione umana o animale)",
"combined_nom_25010091",25010091,"Sale per l'alimentazione umana",
"combined_nom_25010099",25010099,"Sale e cloruro di sodio puro, diverso da quello delle precedenti voci 2501",
"combined_nom_25020000",25020000,"Piriti di ferro non arrostite",
"combined_nom_25030010",25030010,"Zolfi greggi e zolfi (non raffinati) (escl. zolfo sublimato, zolfo precipitato e zolfo colloidale)",
"combined_nom_25030090",25030090,"Zolfi di ogni specie (escl. quelli greggi (non raffinati) nonchè zolfo sublimato, zolfo precipitato e zolfo colloidale)",
"combined_nom_25041000",25041000,"Grafite, naturale, in polvere e in scaglie",
"combined_nom_25049000",25049000,"Grafite, naturale (escl. quella in polvere o in scaglie)",
"combined_nom_25051000",25051000,"Sabbie silicee e sabbie quarzose, anche colorate",
"combined_nom_25059000",25059000,"Sabbie naturali di ogni specie, escluse le silicee e le quarzose",
"combined_nom_25061000",25061000,"Quarzi (escl. sabbie quarzose)",
"combined_nom_25062100",25062100,"Quarziti, gregge o sgrossate",
"combined_nom_25062900",25062900,"Quarziti, semplicemente segate o altrimenti tagliate, in blocchi o lastre, di forma quadrata o rettangolare (escl. quelle semplicemente sgrossate)",
"combined_nom_25070020",25070020,"Caolino",
"combined_nom_25070080",25070080,"Argille caoliniche diverse dal caolino",
"combined_nom_25081000",25081000,"Bentonite",
"combined_nom_25082000",25082000,"Terre decoloranti e terre da follone",
"combined_nom_25083000",25083000,"Argille refrattarie (escl. caolino e altre argille caoliniche)",
"combined_nom_25084000",25084000,"Argille diverse dalle refrattarie, escluse quelle espanse della voce 6806",
"combined_nom_25085000",25085000,"Andalusite, cianite e sillimanite",
"combined_nom_25086000",25086000,"Mullite",
"combined_nom_25087000",25087000,"Terre di chamotte o di dinas",
"combined_nom_25090000",25090000,"Creta",
"combined_nom_25101000",25101000,"Fosfati di calcio, fosfati allumino-calcici e crete fosfatiche, naturali (non macinati)",
"combined_nom_25102000",25102000,"Fosfati di calcio, fosfati allumino-calcici e crete fosfatiche, naturali, macinati",
"combined_nom_25111000",25111000,"Solfato di bario, naturale ""baritina""",
"combined_nom_25112000",25112000,"Carbonato di bario, naturale ""witherite"", anche calcinato",
"combined_nom_25120000",25120000,"Farine silicee fossili, p.es. kieselgur, tripolite, diatomite e altre terre silicee analoghe, anche calcinate, con densità apparente =< 1",
"combined_nom_25131100",25131100,"Pietra pomice, greggia o in pezzi irregolari, incl. la pietra pomice frantumata",
"combined_nom_25131900",25131900,"Pietra pomice, polverizzata o macinata",
"combined_nom_25132000",25132000,"Smeriglio, corindone naturale, granato naturale e altri abrasivi naturali, anche trattati termicamente",
"combined_nom_25140000",25140000,"Ardesia, anche sgrossata o tagliata in blocchi o lastre quadrate o rettangolari",
"combined_nom_25151100",25151100,"Marmi e travertini, greggi o sgrossati",
"combined_nom_25151220",25151220,"Marmi e travertini, semplicemente segati o tagliati in blocchi o lastre quadrate o rettangolari, di spessore fino a 4 cm",
"combined_nom_25151250",25151250,"Marmi e travertini, semplicemente segati o tagliati in blocchi o lastre quadrate o rettangolari, di spessore superiore a 4 cm fino a 25 cm",
"combined_nom_25151290",25151290,"Marmi e travertini, semplicemente segati o tagliati in blocchi o lastre quadrate o rettangolari, di spessore superiore a 25 cm",
"combined_nom_25152000",25152000,"Calcare di eucaussines ed altre pietre calcaree da taglio o costruzione; alabastro",
"combined_nom_25161100",25161100,"Granito, greggio o sgrossato (escl. quello avente già i tratti caratteristici delle lastre di pietra, delle pietre del cordone o delle lastre spianate)",
"combined_nom_25161210",25161210,"Granito, semplicemente segato o altrimenti tagliato, in blocchi o in lastre di forma quadrata o rettangolare, con spessore =< 25 cm (escl. quello avente già i tratti caratteristici delle lastre di pietra, delle pietre del cordone o delle lastre spian",
"combined_nom_25161290",25161290,"Granito, semplicemente segato o altrimenti tagliato, in blocchi o in lastre di forma quadrata o rettangolare, con spessore > 25 cm (escl. quello avente già i tratti caratteristici delle lastre di pietra, delle pietre del cordone o delle lastre spiana",
"combined_nom_25162100",25162100,"Arenaria, greggia o sgrossata (escl. quella avente già i tratti caratteristici delle lastre di pietra, delle pietre del cordone o delle lastre spianate)",
"combined_nom_25162200",25162200,"Arenaria, semplicemente segata o altrimenti tagliata, in blocchi o in lastre di forma quadrata o rettangolare (escl. quella avente già i tratti caratteristici delle lastre di pietra, delle pietre delcordone o delle lastre spianate)",
"combined_nom_25169000",25169000,"Pietre da taglio o da costruzione, anche sgrossate o semplicemente segate o altrimenti tagliate, in blocchi o in lastre di forma quadrata o rettangolare (escl. quelle a forma di granuli, scaglie e polveri e quelle aventi già i tratti caratteristici d",
"combined_nom_25171010",25171010,"Sassi, ghiaia, selci, e ciottoli, dei tipi utilizzati per calcestruzzo o massicciate",
"combined_nom_25171020",25171020,"Dolomite e pietre da calce, frantumate",
"combined_nom_25171080",25171080,"Pietre, frantumate, dei tipi utilizzati per calcestruzzo o per massicciate stradali e ferroviarie, anche trattate termicamente (escl. sassi, ghiaia, selci e ciottoli nonchè dolomite e pietre da calce, frantumate)",
"combined_nom_25172000",25172000,"Macadam di loppe, di scorie o simili cascami industriali",
"combined_nom_25173000",25173000,"Tarmacadam",
"combined_nom_25174100",25174100,"Granuli, scaglie e polveri, anche trattati termicamente, di marmo",
"combined_nom_25174900",25174900,"Granuli, scaglie e polveri, anche trattati termicamente, di travertino, di calcare di ecaussines, di alabastro, di granito, di porfido, di basalto, di arenaria, di sienite, di lava, di gneiss, di trachite e di altre pietre delle voci 2515 e 2516 (esc",
"combined_nom_25181000",25181000,"Dolomite non calcinata ne' sinterizzata",
"combined_nom_25182000",25182000,"Dolomite, calcinata o sinterizzata, anche frantumata o sgrossata o semplicemente segata o altrimenti tagliata, in blocchi o in lastre di forma quadrata o rettangolare (escl. dolomite frantumata utilizzata per calcestruzzo, per massicciate stradali o ",
"combined_nom_25183000",25183000,"Pigiata di dolomite",
"combined_nom_25191000",25191000,"Carbonato di magnesio, naturale ""magnesite""",
"combined_nom_25199010",25199010,"Ossidi di magnesio, escluso il carbonato di magnesio calcinato",
"combined_nom_25199030",25199030,"Magnesia calcinata a morte ""sinterizzata"", anche contenente piccole quantità di altri ossidi aggiunti prima della sinterizzazione",
"combined_nom_25199090",25199090,"Magnesia, fusa elettricamente",
"combined_nom_25201000",25201000,"Pietra di gesso; anidrite",
"combined_nom_25202010",25202010,"Gessi da costruzione, anche colorati o addizionati di piccole quantità di acceleranti o di ritardanti",
"combined_nom_25202090",25202090,"Gessi, anche colorati o addizionati di piccole quantità di acceleranti o di ritardanti (escl. gessi da costruzione)",
"combined_nom_25210000",25210000,"Pietre calcaree da fonderia; pietre da calce o da cemento",
"combined_nom_25221000",25221000,"Calce, viva",
"combined_nom_25222000",25222000,"Calce, spenta",
"combined_nom_25223000",25223000,"Calce, idraulica (escl. ossido e idrossido di calcio, puri)",
"combined_nom_25231000",25231000,"Cementi non polverizzati detti ""clinkers""",
"combined_nom_25232100",25232100,"Cementi portland, bianchi, anche colorati artificialmente",
"combined_nom_25232900",25232900,"Cementi portland, normali o moderati (escl. cementi bianchi, anche colorati artificialmente)",
"combined_nom_25233000",25233000,"Cementi alluminosi",
"combined_nom_25239010",25239010,"Cementi di altiforni",
"combined_nom_25239080",25239080,"Cementi, anche colorati (escl. cementi Portland, cementi alluminosi e cementi di altiforni)",
"combined_nom_25240000",25240000,"Amianto (Asbesto)",
"combined_nom_25251000",25251000,"Mica, greggia o in lamine irregolari o sfaldata in fogli ""splittings""",
"combined_nom_25252000",25252000,"Mica, in polvere",
"combined_nom_25253000",25253000,"Cascami di mica",
"combined_nom_25261000",25261000,"Steatite naturale, anche sgrossata o semplicemente tagliata in blocchi o lastre quadrate o rettangolari; talco, non frantumato ne' polverizzato",
"combined_nom_25262000",25262000,"Steatite naturale e talco, frantumati o polverizzati",
"combined_nom_25281000",25281000,"Borati di sodio naturali e loro concentrati, anche calcinati, (escl. i borati di sodio estratti dalle soluzioni naturali)",
"combined_nom_25289000",25289000,"Borati naturali, esclusi quelli di sodio, e loro concentrati; acido borico naturale con contenuto massimo di 85% di tale acido sul prodotto secco",
"combined_nom_25291000",25291000,"Feldspato",
"combined_nom_25292100",25292100,"Spatofluore, contenente, in peso,97% o meno di fluoruro di calcio",
"combined_nom_25292200",25292200,"Spatofluore, contenente, in peso, piu'di 97% di fluoruro di calcio",
"combined_nom_25293000",25293000,"Leucite; nefelina e sienite-nefelinica",
"combined_nom_25301010",25301010,"Perlite, non espansa",
"combined_nom_25301090",25301090,"Vermiculite e cloriti, non espansi",
"combined_nom_25302000",25302000,"Kieserite, epsomite ""solfati di magnesio naturali""",
"combined_nom_25309020",25309020,"Sepiolite, naturale o recuperata",
"combined_nom_25309098",25309098,"Solfuri di arsenico, allumite, terra di pozzolana, terre coloranti e altre materie minerali, n.n.a.",
"combined_nom_26000000",26000000,"Merci del capitolo 26 al di sotto della soglia di assimilazione",
"combined_nom_26011100",26011100,"Minerali di ferro, diversi dalle piriti di ferro arrostite, non agglomerati",
"combined_nom_26011200",26011200,"Minerali di ferro, diversi dalle piriti di ferro arrostite, agglomerati",
"combined_nom_26012000",26012000,"Piriti di ferro arrostite ferro arrostite, agglomerati",
"combined_nom_26020000",26020000,"Minerali di manganese e loro concentrati, compresi i minerali manganesiferi ferruginosi e loro concentrati con tenore di manganese >= 20%, in peso, sul prodotto secco [ceca]",
"combined_nom_26030000",26030000,"Minerali di rame e loro concentrati",
"combined_nom_26040000",26040000,"Minerali di nichel e loro concentrati",
"combined_nom_26050000",26050000,"Minerali di cobalto e loro concentrati",
"combined_nom_26060000",26060000,"Minerali di alluminio e loro concentrati",
"combined_nom_26070000",26070000,"Minerali di piombo e loro concentrati",
"combined_nom_26080000",26080000,"Minerali di zinco e loro concentrati",
"combined_nom_26090000",26090000,"Minerali di stagno e loro concentrati",
"combined_nom_26100000",26100000,"Minerali di cromo e loro concentrati",
"combined_nom_26110000",26110000,"Minerali di tungsteno e loro concentrati",
"combined_nom_26121010",26121010,"Minerali di uranio e pechblenda, contenenti in peso > 5% di uranio [euratom]",
"combined_nom_26121090",26121090,"Minerali di uranio e loro concentrati e pecblenda, con tenore di uranio, in peso, fino a 5%",
"combined_nom_26122010",26122010,"Monazite; uranotorianite ed altri minerali di torio con tenore di torio, in peso, superiore  a 20%",
"combined_nom_26122090",26122090,"Minerali di torio e loro concentrati, esclusi quelli della voce precedente",
"combined_nom_26131000",26131000,"Minerali di molibdeno e loro concentrati, arrostiti",
"combined_nom_26139000",26139000,"Minerali di molibdeno e loro concentrati, esclusi quelli arrostiti",
"combined_nom_26140010",26140010,"Ilmenite e suoi concentrati",
"combined_nom_26140090",26140090,"Minerali di titanio e loro concentrati, escluso l'ilmenite e i suoi concentrati",
"combined_nom_26151000",26151000,"Minerali di zirconio e loro concentrati",
"combined_nom_26159010",26159010,"Minerali di niobio o di tantalio e loro concentrati",
"combined_nom_26159090",26159090,"Minerali di vanadio e loro concentrati",
"combined_nom_26161000",26161000,"Minerali di argento e loro concentrati",
"combined_nom_26169000",26169000,"Minerali di metalli preziosi e loro concentrati, esclusi quelli d'argento",
"combined_nom_26171000",26171000,"Minerali di antimonio e loro concentrati",
"combined_nom_26179000",26179000,"Minerali e loro concentrati (escl. quelli di ferro, manganese, rame, nichel, cobalto, alluminio, piombo, zinco, stagno, cromo, tungsteno, uranio, torio, molibdeno, titanio, niobio, tantalio, vanadio,zirconio, metalli preziosi e antimonio)",
"combined_nom_26180000",26180000,"Loppe granulate provenienti dalla fabbricazione del ferro e dell'acciaio",
"combined_nom_26190020",26190020,"Cascami  della  fabbricazione  del  ferro  o dell acciaio atti al recupero del ferro o del manganese",
"combined_nom_26190040",26190040,"Scorie  della  fabbricazione  del  ferro  o dell acciaio atte all estrazione dell ossido di titanio",
"combined_nom_26190080",26190080,"Scorie, loppe, scaglie e altri cascami della fabbricazione del ferro o dell acciaio (escl. loppe granulate, nonché cascami atti al recupero del ferro o  del  manganese  o scorie atte all estrazione dell ossido di titanio)",
"combined_nom_26201100",26201100,"Metalline di galvanizzazione",
"combined_nom_26201900",26201900,"Ceneri e residui, contenenti principalmente zinco (escl. metalline di galvanizzazione)",
"combined_nom_26202100",26202100,"Fanghi di benzine contenenti piombo e fanghi di composti antidetonanti contenenti piombo, provenienti dai serbatoi di stoccaggio di benzine contenenti piombo e di composti antidetonanti contenenti piombo, costituiti essenzialmente da piombo, da compo",
"combined_nom_26202900",26202900,"Ceneri e residui, contenenti principalmente piombo (escl. fanghi di benzine contenenti piombo e di composti antidetonanti contenenti piombo)",
"combined_nom_26203000",26203000,"Ceneri e residui, contenenti principalmente rame",
"combined_nom_26204000",26204000,"Ceneri e residui, contenenti principalmente alluminio",
"combined_nom_26206000",26206000,"Ceneri e residui contenenti arsenico, mercurio, tallio o loro miscugli, dei tipi utilizzati per l'estrazione dell'arsenico o dei suddetti metalli oppure per la fabbricazione dei loro composti chimici (escl. ceneri e residui della fabbricazione del fe",
"combined_nom_26209100",26209100,"Ceneri e residui contenenti antimonio, berillo, cadmio, cromo o loro miscugli (escl. quelli della fabbricazione del ferro o dell'acciaio)",
"combined_nom_26209910",26209910,"Ceneri e residui, contenenti principalmente nichel",
"combined_nom_26209920",26209920,"Ceneri e residui, contenenti principalmente niobio o tantalio",
"combined_nom_26209940",26209940,"Ceneri e residui, contenenti principalmente stagno",
"combined_nom_26209960",26209960,"Ceneri e residui, contenenti principalmente titanio",
"combined_nom_26209995",26209995,"Ceneri e residui contenenti metalli o composti di metalli (escl. quelli della fabbricazione del ferro  o  dell acciaio,  quelli  contenenti principalmente zinco, piombo, rame, alluminio, nichel, niobio, tantalio,  stagno o titanio, quelli contenenti ",
"combined_nom_26211000",26211000,"Ceneri e residui provenienti dall'incenerimento di rifiuti urbani",
"combined_nom_26219000",26219000,"Scorie e ceneri, incl. le ceneri di varech (escl. loppe, loppe granulate, provenienti dalla fabbricazione del ferro o dell'acciaio, nonche' ceneri e residui contenenti arsenico, metalli o composti di metalli e ceneri e residui provenienti dall'incene",
"combined_nom_27000000",27000000,"Merci del capitolo 27 al di sotto della soglia di assimilazione",
"combined_nom_27011110",27011110,"Antracite, con percentuale di sostanze volatili fino a 10% sul prodotto secco",
"combined_nom_27011190",27011190,"Antracite, diverso da quello della voce precedente",
"combined_nom_27011210",27011210,"Carboni da coke bituminosi [ceca], anche polverizzati (escl. quelli agglomerati)",
"combined_nom_27011290",27011290,"Carbon fossile bituminoso, esclusi i carboni da coke",
"combined_nom_27011900",27011900,"Carboni fossili, esclusi l'antracite e il carbon fossile bituminoso",
"combined_nom_27012000",27012000,"Mattonelle, ovoidi e combustibili solidi simili, ottenuti da carboni fossili",
"combined_nom_27021000",27021000,"Ligniti, anche polverizzate, ma non agglomerate",
"combined_nom_27022000",27022000,"Ligniti agglomerate [ceca]",
"combined_nom_27030000",27030000,"Torba, incl. torba per lettiera, anche agglomerata",
"combined_nom_27040011",27040011,"Coke e semi-coke di carboni fossili, per la fabbricazione di elettrodi",
"combined_nom_27040019",27040019,"Coke e semi-coke di carboni fossili, diversi da quelli per la fabbricazione  di elettrodi",
"combined_nom_27040030",27040030,"Coke e semi-coke di lignite, anche agglomerata [ceca]",
"combined_nom_27040090",27040090,"Coke e semi-coke di torba; carbone di storta",
"combined_nom_27050000",27050000,"Gas di carbon fossile, gas d'acqua, gas povero e gas simili (escl. gas di petrolio e altri idrocarburi gassosi) 2002-2003","Migliaia di metri cubi"
"combined_nom_27060000",27060000,"Catrami di carbon fossile, lignite o torba, e altri catrami minerali",
"combined_nom_27071010",27071010,"Benzoli, destinati ad essere utilizzati come carburanti o combustibili",
"combined_nom_27071090",27071090,"Benzoli, destinati ad usi diversi da quelli della voce precedente",
"combined_nom_27072010",27072010,"Toluoli, destinati ad essere utilizzati come carburanti o combustibili",
"combined_nom_27072090",27072090,"Toluoli, destinati ad usi diversi da quelli della voce precedente",
"combined_nom_27073010",27073010,"Xiloli, destinati ad essere utilizzati come carburanti o combustibili",
"combined_nom_27073090",27073090,"Xiloli, destinati ad usi diversi da quelli della voce precedente",
"combined_nom_27074000",27074000,"Naftalene (escl. quella chimica unitaria)",
"combined_nom_27075010",27075010,"Miscele di idrocarburi aromatici che distillano 65% o più del loro volume, incl. le perdite, fino a 250°c, secondo il metodo astm d 86, destinate ad essere utilizzate come carburanti o come combustibili (escl. le combinazioni chimiche unitarie)",
"combined_nom_27075090",27075090,"Miscele di idrocarburi aromatici che distillano >= 65% del loro volume, incl. le perdite, fino a 250°c, secondo il metodo astm d 86 (escl. le combinazioni chimiche unitarie nonchè miscele destinate ad essere utilizzate come carburanti o come combusti",
"combined_nom_27076000",27076000,"Fenoli (escl. di costituzione chimica definita)",
"combined_nom_27079100",27079100,"Oli di creosoto (escl. quelli chimici unitari)",
"combined_nom_27079911",27079911,"Oli leggeri, greggi, provenienti dalla distillazione dei catrami di carbon fossile ottenuti ad alta temperatura, che distillano 90% o più del loro volume fino a 200°c (escl. quelli chimici unitari)",
"combined_nom_27079919",27079919,"Oli leggeri, greggi, provenienti dalla distillazione dei catrami di carbon fossile ottenuti ad alta temperatura (escl. quelli che distillano 90% o più del loro volume fino a 200°c, e le conbinazioni chimiche unitarie)",
"combined_nom_27079930",27079930,"Teste solforate provenienti dalla prima distillazione dei catrami di carbon fossile ad alta temperatura",
"combined_nom_27079950",27079950,"Prodotti basici",
"combined_nom_27079970",27079970,"Antracene (escl. quella chimica unitaria)",
"combined_nom_27079991",27079991,"Oli ed altri prodotti della distillazione dei catrami di carbon fossile non nominati nelle precedenti voci 2707, destinati alla fabbricazione di prodotti della voce 2803",
"combined_nom_27079999",27079999,"Oli ed altri prodotti della distillazione dei catrami di carbon fossile non nominati nelle precedenti voci 2707, esclusi quelli destinati alla fabbricazione di  prodotti della voce 2803",
"combined_nom_27081000",27081000,"Pece di catrame di carbon fossile o di altri catrami minerali",
"combined_nom_27082000",27082000,"Coke di pece di catrame di carbon fossile o di altri catrami minerali",
"combined_nom_27090010",27090010,"Condensato di gas naturale",
"combined_nom_27090090",27090090,"Oli greggi di petrolio o di minerali bituminosi, escluso il condensato di gas naturale",
"combined_nom_27101111",27101111,"Oli leggeri provenienti da oli di petrolio o da minerali bituminosi, destinati a subire un trattamento definito al punto 4 delle note complementari del capitolo 27",
"combined_nom_27101115",27101115,"Oli leggeri provenienti da oli di petrolio o da minerali bituminosi, destinati a subire una trasformazione chimica (escl. quelli destinati a subire un trattamento definito ai sensi della nota complementare 4 del capitolo 27)",
"combined_nom_27101121",27101121,"Acqua ragia minerale",
"combined_nom_27101125",27101125,"Benzine speciali (escl. acqua ragia minerale proveniente da oli di petrolio o di minerali bituminosi)",
"combined_nom_27101131",27101131,"Benzine avio",
