"id","code_number","description"
"service_code_465211",465211," Servizi di vendita all'ingrosso di apparecchiature e parti di apparecchiature per telecomunicazioni"
"service_code_465212",465212," Servizi di vendita all'ingrosso di apparecchiature e componenti elettronici"
"service_code_465213",465213," Servizi di vendita all'ingrosso di nastri audio e video e dischetti, dischi magnetici ed ottici CD e DVD vergini"
"service_code_466111",466111," Servizi di vendita all'ingrosso di macchine, attrezzature e accessori per l'agricoltura e la silvicoltura, inclusi i trattori"
"service_code_466112",466112," Servizi di vendita all'ingrosso di macchinari, attrezzature e accessori per prati e giardini"
"service_code_466211",466211," Servizi di vendita all'ingrosso di macchine utensili per la lavorazione del legno"
"service_code_466212",466212," Servizi di vendita all'ingrosso di macchine utensili per la lavorazione dei metalli"
"service_code_466219",466219,"Servizi di vendita all'ingrosso di macchine utensili per la lavorazione di altri materiali"
"service_code_466310",466310," Servizi di vendita all'ingrosso di macchine per l'estrazione, le costruzioni e il genio civile"
"service_code_466410",466410," Servizi di vendita all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria"
"service_code_466510",466510," Servizi di vendita all'ingrosso di attrezzature e mobili per ufficio"
"service_code_466610",466610," Servizi di vendita all'ingrosso di altre macchine e attrezzature per ufficio"
"service_code_466911",466911," Servizi di vendita all'ingrosso di attrezzature di trasporto, esclusi gli autoveicoli, i motocicli e le biciclette"
"service_code_466912",466912," Servizi di vendita all'ingrosso di forniture per macchine e attrezzature"
"service_code_466913",466913," Servizi di vendita all'ingrosso di attrezzature per il sollevamento e la movimentazione"
"service_code_466914",466914," Servizi di vendita all'ingrosso di macchine per le industrie alimentari, delle bevande e del tabacco"
"service_code_466915",466915," Servizi di vendita all'ingrosso di macchine, apparecchi e materiali elettrici di uso professionale"
"service_code_466916",466916," Servizi di vendita all'ingrosso di armi e munizioni"
"service_code_466919",466919," Servizi di vendita all'ingrosso di altre macchine, apparecchi e attrezzature di impiego generale e speciale"
"service_code_467111",467111," Servizi di vendita all'ingrosso di combustibili solidi"
"service_code_467112",467112," Servizi di vendita all'ingrosso di carburanti per autoveicoli, inclusi carburanti per aeromobili"
"service_code_467113",467113," Servizi di vendita all'ingrosso di altri combustibili liquidi e gassosi e di prodotti derivati"
"service_code_467211",467211," Servizi di vendita all'ingrosso di minerali di ferro"
"service_code_467212",467212," Servizi di vendita all'ingrosso di minerali non ferrosi"
"service_code_467213",467213," Servizi di vendita all'ingrosso di ferro e acciaio in forme primarie"
"service_code_467214",467214," Servizi di vendita all'ingrosso di metalli non ferrosi in forme primarie"
"service_code_467311",467311," Servizi di vendita all'ingrosso di legname grezzo"
"service_code_467312",467312," Servizi di vendita all'ingrosso di prodotti della prima trasformazione del legno"
"service_code_467313",467313," Servizi di vendita all'ingrosso di apparecchi igienico-sanitari"
"service_code_467314",467314," Servizi di vendita all'ingrosso di vernici, colori e lacche"
"service_code_467315",467315," Servizi di vendita all'ingrosso di vetro piano"
"service_code_467316",467316," Servizi di vendita all'ingrosso di altri materiali da costruzione"
"service_code_467317",467317," Servizi di vendita all'ingrosso di carte da parati"
"service_code_467318",467318," Servizi di vendita all'ingrosso di rivestimenti per pavimenti (escl. tappeti)"
"service_code_467411",467411," Servizi di vendita all'ingrosso di ferramenta"
"service_code_467412",467412," Servizi di vendita all'ingrosso di apparecchi e accessori per impianti idraulici e di riscaldamento"
"service_code_467413",467413," Servizi di vendita all'ingrosso di utensili a mano"
"service_code_467511",467511," Servizi di vendita all'ingrosso di fertilizzanti e di prodotti chimici per l'agricoltura"
"service_code_467512",467512," Servizi di vendita all'ingrosso di prodotti chimici industriali"
"service_code_467611",467611," Servizi di vendita all'ingrosso di carta e cartone"
"service_code_467612",467612," Servizi di vendita all'ingrosso di fibre tessili"
"service_code_467613",467613," Servizi di vendita all'ingrosso di materie plastiche e gomma in forme primarie"
"service_code_467619",467619," Servizi di vendita all'ingrosso di prodotti intermedi, esclusi quelli agricoli, n.c.a."
"service_code_467710",467710," Servizi di vendita all'ingrosso di rottami e cascami"
"service_code_469010",469010," Servizi di vendita all'ingrosso non specializzato"
"service_code_47",47," Servizi di vendita al dettaglio, escluso quello di autoveicoli e di motocicli"
"service_code_470011",470011," Servizi di vendita al dettaglio di frutta e ortaggi freschi"
"service_code_470012",470012," Servizi di vendita al dettaglio di preparazioni di frutta e ortaggi"
"service_code_470013",470013," Servizi di vendita al dettaglio di carni"
"service_code_470014",470014," Servizi di vendita al dettaglio di prodotti a base di carne"
"service_code_470015",470015," Servizi di vendita al dettaglio di pesci, crostacei e molluschi"
"service_code_470016",470016," Servizi di vendita al dettaglio di prodotti di panetteria"
"service_code_470017",470017," Servizi di vendita al dettaglio di dolciumi"
"service_code_470018",470018," Servizi di vendita al dettaglio di prodotti lattiero-caseari"
"service_code_470019",470019," Servizi di vendita al dettaglio di uova"
"service_code_470021",470021," Servizi di vendita al dettaglio di caffÔö£┬┐, tÔö£┬┐, cacao e spezie"
"service_code_470022",470022," Servizi di vendita al dettaglio di oli e grassi commestibili"
"service_code_470023",470023," Servizi di vendita al dettaglio di preparati omogeneizzati e di alimenti dietetici"
"service_code_470024",470024," Servizi di vendita al dettaglio di altri prodotti alimentari n.c.a."
"service_code_470025",470025," Servizi di vendita al dettaglio di bevande alcoliche"
"service_code_470026",470026," Servizi di vendita al dettaglio di altre bevande"
"service_code_470027",470027," Servizi di vendita al dettaglio di prodotti del tabacco"
"service_code_470031",470031," Servizi di vendita al dettaglio di elaboratori elettronici, unità periferiche e software"
"service_code_470032",470032," Servizi di vendita al dettaglio di attrezzature di telecomunicazione"
"service_code_470033",470033," Servizi di vendita al dettaglio di apparecchi audiovisivi"
"service_code_470041",470041," Servizi di vendita al dettaglio di ferramenta"
"service_code_470042",470042," Servizi di vendita al dettaglio di vernici, colori e lacche"
"service_code_470043",470043," Servizi di vendita al dettaglio di vetro piano"
"service_code_470044",470044," Servizi di vendita al dettaglio di attrezzature per prati e giardini"
"service_code_470045",470045," Servizi di vendita al dettaglio di apparecchi e accessori per impianti idraulici e di riscaldamento"
"service_code_470046",470046," Servizi di vendita al dettaglio di articoli igienico-sanitari"
"service_code_470047",470047," Servizi di vendita al dettaglio di utensili a mano"
"service_code_470049",470049," Servizi di vendita al dettaglio di materiali da costruzione n.c.a."
"service_code_470051",470051," Servizi di vendita al dettaglio di tessili"
"service_code_470052",470052," Servizi di vendita al dettaglio di tende e tendine"
"service_code_470053",470053," Servizi di vendita al dettaglio di carte da parati, rivestimenti per pavimenti e tappeti"
"service_code_470054",470054," Servizi di vendita al dettaglio di elettrodomestici"
"service_code_470055",470055," Servizi di vendita al dettaglio di mobili"
"service_code_470056",470056," Servizi di vendita al dettaglio di articoli per l'illuminazione"
"service_code_470057",470057," Servizi di vendita al dettaglio di articoli in legno, sughero e vimini"
"service_code_470058",470058," Servizi di vendita al dettaglio di strumenti e spartiti musicali"
"service_code_470059",470059," Servizi di vendita al dettaglio di stoviglie, cristalleria da tavola, porcellane e vasellame, posate e articoli e apparecchi per la casa, non elettrici, n.c.a."
"service_code_470061",470061," Servizi di vendita al dettaglio di libri"
"service_code_470062",470062," Servizi di vendita al dettaglio di giornali e riviste"
"service_code_470063",470063," Servizi di vendita al dettaglio di prodotti cartotecnici"
"service_code_470064",470064," Servizi di vendita al dettaglio di apparecchi per la registrazione del suono e delle immagini"
"service_code_470065",470065," Servizi di vendita al dettaglio di attrezzature sportive"
"service_code_470066",470066," Servizi di vendita al dettaglio di attrezzature per campeggio"
"service_code_470067",470067," Servizi di vendita al dettaglio di giochi e giocattoli"
"service_code_470068",470068," Servizi di vendita al dettaglio di francobolli e monete"
"service_code_470069",470069," Servizi di vendita al dettaglio di souvenir e opere d'arte"
"service_code_470071",470071," Servizi di vendita al dettaglio di articoli di abbigliamento"
"service_code_470072",470072," Servizi di vendita al dettaglio di calzature"
"service_code_470073",470073," Servizi di vendita al dettaglio di articoli in cuoio e accessori da viaggio"
"service_code_470074",470074," Servizi di vendita al dettaglio di prodotti farmaceutici"
"service_code_470075",470075," Servizi di vendita al dettaglio di articoli medicali e ortopedici"
"service_code_470076",470076," Servizi di vendita al dettaglio di cosmetici e di articoli di profumeria"
"service_code_470077",470077," Servizi di vendita al dettaglio di fiori, piante e semi"
"service_code_470078",470078," Servizi di vendita al dettaglio di fertilizzanti e di prodotti chimici per l'agricoltura"
"service_code_470079",470079," Servizi di vendita al dettaglio di animali domestici e alimenti per animali domestici"
"service_code_470081",470081," Servizi di vendita al dettaglio di carburante per autotrazione"
"service_code_470082",470082," Servizi di vendita al dettaglio di orologi e di articoli di gioielleria"
"service_code_470083",470083," Servizi di vendita al dettaglio di attrezzature fotografiche, ottiche e di precisione, servizi di ottici"
"service_code_470084",470084," Servizi di vendita al dettaglio di prodotti per la pulizia"
"service_code_470085",470085," Servizi di vendita al dettaglio di olio combustibile per uso domestico, gas in bombole, carbone e legna da ardere"
"service_code_470086",470086," Servizi di vendita al dettaglio di altri prodotti di consumo non alimentari n.c.a."
"service_code_470087",470087," Servizi di vendita al dettaglio di materie prime agricole n.c.a."
"service_code_470088",470088," Servizi di vendita al dettaglio di macchinari e attrezzature n.c.a."
"service_code_470089",470089," Servizi di vendita al dettaglio di prodotti non di consumo diversi da quelli alimentari n.c.a."
"service_code_470091",470091," Servizi di vendita al dettaglio di oggetti di antiquariato"
"service_code_470092",470092," Servizi di vendita al dettaglio di libri di seconda mano"
"service_code_470099",470099," Servizi di vendita al dettaglio di altri articoli di seconda mano"
"service_code_49",49," Servizi di trasporto terrestre e di trasporto mediante condotte"
"service_code_491011",491011," Servizi di trasporto ferroviario per turismo"
"service_code_491019",491019," Altri servizi di trasporto ferroviario interurbano di passeggeri"
"service_code_492011",492011," Servizi di trasporto ferroviario di merci in vagoni frigoriferi"
"service_code_492012",492012," Servizi di trasporto ferroviario di prodotti petroliferi mediante carri cisterna"
"service_code_492013",492013," Servizi di trasporto ferroviario di liqiudi e gas mediante vagoni cisterna"
"service_code_492014",492014," Servizi di trasporto ferroviario di container intermodali"
"service_code_492015",492015," Servizi di trasporto ferroviario di corrispondenza e pacchi"
"service_code_492016",492016," Servizi di trasporto ferroviario di merci solide alla rinfusa"
"service_code_492019",492019," Altri servizi di trasporto ferroviario di merci"
"service_code_493110",493110," Servizi di trasporto ferroviario urbano e suburbano di passeggeri"
"service_code_493121",493121," Servizi di trasporto stradale urbano e suburbano, regolare, di passeggeri"
"service_code_493122",493122," Servizi di trasporto stradale urbano e suburbano, a modalità mista, regolare, di passeggeri"
"service_code_493211",493211," Servizi di taxi"
"service_code_493212",493212," Servizi di noleggio di autovetture con autista"
"service_code_493911",493911," Servizi di trasporto stradale interurbano, regolare, di passeggeri"
"service_code_493912",493912," Servizi di trasporto stradale interurbano speciale, regolare, di passeggeri"
"service_code_493913",493913," Altri servizi di trasporto stradale speciale, regolare, di passeggeri"
"service_code_493920",493920," Servizi di trasporto di passeggeri mediante funicolari, funivie e sciovie"
"service_code_493931",493931," Servizi di noleggio di autobus e autopullman con autista"
"service_code_493932",493932," Servizi di trasporto stradale di passeggeri per turismo"
"service_code_493933",493933," Servizi charter locali di autobus e autopullman, non regolari"
"service_code_493934",493934," Servizi charter di autobus e autopullman, non regolari, per grandi distanze"
"service_code_493935",493935," Servizi di trasporto stradale di passeggeri mediante veicoli a trazione umana o animale"
"service_code_493939",493939," Servizi di trasporto terrestre di passeggeri, n.c.a."
"service_code_494111",494111," Servizi di trasporto di merci su strada in veicoli frigoriferi"
"service_code_494112",494112," Servizi di trasporto di merci su strada di prodotti petroliferi in autocisterne o semirimorchi cisterna"
"service_code_494113",494113," Servizi di trasporto di merci su strada di altri liquidi o gas alla rinfusa in autocisterne o semirimorchi cisterna"
"service_code_494114",494114," Servizi di trasporto stradale di container intermodali"
"service_code_494115",494115," Servizi di trasporto stradale di merci solide alla rinfusa"
"service_code_494116",494116," Servizi di trasporto stradale di animali vivi"
"service_code_494117",494117," Servizi di trasporto stradale di merci mediante veicoli a trazione umana o animale"
"service_code_494118",494118," Servizi di trasporto stradale di corrispondenza e pacchi"
"service_code_494119",494119," Altri servizi di trasporto stradale di merci"
"service_code_494120",494120," Servizi di noleggio di furgoni con autista"
"service_code_494211",494211," Servizi di trasloco per privati"
"service_code_494219",494219," Altri servizi di trasloco"
"service_code_495011",495011," Servizi di trasporto mediante condotte di petrolio greggio o raffinato e di prodotti del petrolio"
"service_code_495012",495012," Servizi di trasporto mediante condotte di gas naturale"
"service_code_495019",495019," Servizi di trasporto mediante condotte di altri prodotti"
"service_code_50",50," Servizi di trasporto marittimo e per vie d'acqua"
"service_code_501011",501011," Servizi di trasporto marittimo e di cabotaggio di passeggeri su navi traghetto"
"service_code_501012",501012," Servizi di trasporto marittimo e di cabotaggio di passeggeri su navi da crociera"
"service_code_501019",501019," Altri servizi di trasporto marittimo e di cabotaggio di passeggeri"
"service_code_501020",501020," Servizi di noleggio di imbarcazioni per il trasporto marittimo e di cabotaggio di passeggeri, con operatore"
"service_code_502011",502011," Servizi di trasporto marittimo e di cabotaggio di merci congelate o refrigerate mediante navi frigorifero"
"service_code_502012",502012," Servizi di trasporto marittimo e di cabotaggio di petrolio greggio mediante navi cisterna"
"service_code_502013",502013," Servizi di trasporto marittimo e di cabotaggio di altri liquidi o gas alla rinfusa mediante navi cisterna"
"service_code_502014",502014," Servizi di trasporto marittimo e di cabotaggio di container intermodali tramite navi container"
"service_code_502015",502015," Servizi di trasporto marittimo e di cabotaggio di merci solide alla rinfusa"
"service_code_502019",502019," Altri servizi di trasporto marittimo e di cabotaggio di merci"
"service_code_502021",502021," Servizi di noleggio di imbarcazioni per il trasporto marittimo e di cabotaggio di merci, con operatore"
"service_code_502022",502022," Servizi di rimorchio e spinta in mare aperto e in acque costiere"
"service_code_503011",503011," Servizi di trasporto di passeggeri per vie d'acqua interne su navi traghetto"
"service_code_503012",503012," Servizi di trasporto di passeggeri per vie d'acqua interne su imbarcazioni da crociera"
"service_code_503013",503013," Servizi di turismo su imbarcazioni da diporto"
"service_code_503019",503019," Altri servizi di trasporto di passeggeri per vie d'acqua interne"
"service_code_503020",503020," Servizi di noleggio di imbarcazioni per il trasporto di passeggeri, per vie d'acqua interne, con operatore"
"service_code_504011",504011," Servizi di trasporto per vie d'acqua interne di merci congelate o refrigerate mediante navi frigorifere"
"service_code_504012",504012," Servizi di trasporto per vie d'acqua interne di petrolio greggio mediante navi cisterna"
"service_code_504013",504013," Servizi di trasporto per vie d'acqua interne di altri liquidi e gas alla rinfusa mediante navi cisterna"
"service_code_504014",504014," Servizi di trasporto per vie d'acqua interne di container intermodali tramite navi container"
"service_code_504019",504019," Altri servizi di trasporto di merci per vie d'acqua interne"
"service_code_504021",504021," Servizi di noleggio di imbarcazioni per il trasporto di merci, per vie d'acqua interne, con operatore"
"service_code_504022",504022," Servizi di rimorchio e spinta su vie d'acqua interne"
"service_code_51",51," Servizi di trasporto aereo"
"service_code_511011",511011," Servizi di trasporto aereo interno, di linea, di passeggeri"
"service_code_511012",511012," Servizi di trasporto aereo interno, non di linea, di passeggeri, escluso per turismo"
"service_code_511013",511013," Servizi di trasporto aereo internazionale, di linea, di passeggeri"
"service_code_511014",511014," Servizi di trasporto aereo internazionale, non di linea, di passeggeri"
"service_code_511015",511015," Servizi di trasporto aereo, non di linea, di passeggeri, per turismo"
"service_code_511020",511020," Servizi di noleggio di mezzi di trasporto aereo di passeggeri, con operatore"
"service_code_512111",512111," Servizi di trasporto aereo, di linea, di container intermodali"
"service_code_512112",512112," Servizi di trasporto aereo di corrispondenza e pacchi"
"service_code_512113",512113," Servizi di trasporto aereo, di linea, di altre merci"
"service_code_512114",512114," Servizi di trasporto aereo, non di linea, di altre merci"
"service_code_512120",512120," Servizi di noleggio di mezzi di trasporto aereo di merci, con operatore"
"service_code_512211",512211," Servizi di trasporto spaziale di passeggeri"
"service_code_512212",512212," Servizi di trasporto spaziale di merci"
"service_code_52",52," Servizi di magazzinaggio e di supporto per i trasporti"
"service_code_521011",521011," Servizi di magazzinaggio in celle frigorifere"
"service_code_521012",521012," Servizi di magazzinaggio di liquidi o gas alla rinfusa"
"service_code_521013",521013," Servizi di magazzinaggio di cereali"
"service_code_521019",521019," Altri servizi di deposito e magazzinaggio"
"service_code_522111",522111," Servizi ferroviari di rimorchio o spinta"
"service_code_522119",522119," Altri servizi connessi al trasporto ferroviario"
"service_code_522121",522121," Servizi di gestione di autostazioni"
"service_code_522122",522122," Servizi di gestione di autostrade"
"service_code_522123",522123," Servizi di gestione di ponti e gallerie"
"service_code_522124",522124," Servizi di parcheggio"
"service_code_522125",522125," Servizi di rimorchio per veicoli privati e commerciali"
"service_code_522129",522129," Altri servizi connessi al trasporto su strada"
"service_code_522130",522130," Servizi connessi ai trasporti tramite condutture"
"service_code_522211",522211," Servizi di gestione di porti e idrovie (esclusa movimentazione merci) in acque marittime e costiere"
"service_code_522212",522212," Servizi di gestione di porti e idrovie (esclusa movimentazione merci) in vie d'acqua interne"
"service_code_522213",522213," Servizi di pilotaggio e di ancoraggio in acque marittime e costiere"
"service_code_522214",522214," Servizi di pilotaggio e di ancoraggio in vie d'acqua interne"
"service_code_522215",522215," Servizi di salvataggio e recupero di imbarcazioni in acque marittime e costiere"
"service_code_522216",522216," Servizi di salvataggio e recupero di imbarcazioni in vie d'acqua interne"
"service_code_522219",522219," Altri servizi connessi al trasporto marittimo e per vie d'acqua"
"service_code_522311",522311," Servizi di gestione di aeroporti (esclusa movimentazione merci)"
"service_code_522312",522312," Servizi di controllo del traffico aereo"
"service_code_522319",522319," Altri servizi connessi al trasporto aereo"
"service_code_522320",522320," Servizi connessi al trasporto spaziale"
"service_code_522411",522411," Servizi di movimentazione dei container nei porti"
"service_code_522412",522412," Altri servizi di movimentazione dei container"
"service_code_522413",522413," Altri servizi di movimentazione merci nei porti"
"service_code_522419",522419," Altri servizi di movimentazione merci"
"service_code_522911",522911," Servizi degli agenti marittimi"
"service_code_522912",522912," Altri servizi di brokeraggio di merci"
"service_code_522919",522919," Altri servizi delle agenzie di trasporto di merci"
"service_code_522920",522920," Altri servizi di supporto per i trasporti n.c.a."
"service_code_53",53," Servizi postali e di corriere"
"service_code_531011",531011," Servizi postali con obbligo di servizio universale in materia di giornali e periodici"
"service_code_531012",531012," Servizi postali con obbligo di servizio universale in materia di corrispondenza"
"service_code_531013",531013," Servizi postali con obbligo di servizio universale in materia di pacchi e pacchetti"
"service_code_531014",531014," Servizi di sportello presso gli uffici postali"
"service_code_531019",531019," Altri servizi postali con obbligo di servizio universale"
"service_code_532011",532011," Servizi di corriere multimodale"
"service_code_532012",532012," Servizi di consegna a domicilio di generi alimentari"
"service_code_532019",532019," Altri servizi postali e di corriere n.c.a."
"service_code_55",55," Servizi di alloggio"
"service_code_551010",551010," Servizi di alloggio in camere o unità abitative per turisti, con servizio domestico giornaliero (esclusa la multiproprietà)"
"service_code_552011",552011," Servizi di alloggio in camere o unità abitative per turisti, in ostelli per giovani e bungalow per vacanze"
"service_code_552012",552012," Servizi di alloggio in camere o unità abitative per turisti, in alloggi in multipropietà"
"service_code_552019",552019," Altri servizi di alloggio in camere o unità abitative per turisti, senza servizio domestico giornaliero"
"service_code_553011",553011," Servizi in aree di campeggio"
"service_code_553012",553012," Servizi in aree adibite a parcheggio per veicoli e roulotte"
"service_code_559011",559011," Servizi di alloggio in camere o unità abitative per studenti, in residence e internati"
"service_code_559012",559012," Servizi di alloggio in camere o unità abitative per lavoratori, in ostelli o campi per lavoratori"
"service_code_559013",559013," Servizi di vagone letto su treni o altri mezzi di trasporto"
"service_code_559019",559019," Altri servizi di alloggio n.c.a."
"service_code_56",56," Servizi di ristorazione e di vendita di bevande"
"service_code_561011",561011," Servizi di ristorazione con servizio completo di ristorante"
"service_code_561012",561012," Servizi di ristorazione su vagoni ristorante ferroviari e su navi"
"service_code_561013",561013," Servizi di ristorazione in esercizi self-service"
"service_code_561019",561019," Altri servizi di ristorazione"
"service_code_562111",562111," Servizi di catering per feste private"
"service_code_562119",562119," Altri servizi di catering per manifestazioni"
"service_code_562911",562911," Servizi contrattuali di ristorazione per conto di imprese di trasporti"
"service_code_562919",562919," Altri servizi contrattuali di ristorazione collettiva"
"service_code_562920",562920," Servizi di mense"
"service_code_563010",563010," Servizi di vendita di bevande"
"service_code_58",58," Servizi di editoria"
"service_code_581111",581111," Libri di testo didattici"
"service_code_581112",581112," Edizioni professionali, tecniche e scolastiche in forma di libri"
"service_code_581113",581113," Libri per l'infanzia"
"service_code_581114",581114," Dizionari ed enciclopedie"
"service_code_581115",581115," Atlanti ed altri lavori cartografici in forma di libri"
"service_code_581116",581116," Lavori cartografici di ogni specie, non in forma di libri"
"service_code_581119",581119," Altri libri, opuscoli e stampati simili"
"service_code_581120",581120," Pubblicazioni su dischi, nastri o altri supporti materiali"
"service_code_581130",581130," Pubblicazioni on line"
"service_code_581141",581141," Spazi pubblicitari in pubblicazioni su supporto cartaceo"
"service_code_581142",581142," Spazi pubblicitari in pubblicazioni su supporto elettronico"
"service_code_581150",581150," Edizione di libri per conto terzi"
"service_code_581160",581160," Servizi di concessione di licenze per pubblicazioni"
"service_code_581210",581210," Guide telefoniche e indirizzari elettronici stampati o su supporto mediatico"
"service_code_581220",581220," Guide telefoniche e indirizzari elettronici on line"
"service_code_581230",581230," Servizi di concessione di licenze per l'utilizzo di guide telefoniche e indirizzari elettronici"
"service_code_581310",581310," Giornali su carta"
"service_code_581320",581320," Giornali on line"
"service_code_581331",581331," Spazi pubblicitari in giornali su carta"
"service_code_581332",581332," Spazi pubblicitari in giornali on line"
"service_code_581411",581411," Giornali e pubblicazioni periodiche su carta, di informazione generale"
"service_code_581412",581412," Giornali e pubblicazioni periodiche su carta, di informazione commerciale, professionale e accademica"
"service_code_581419",581419," Altri giornali e pubblicazioni periodiche su carta"
"service_code_581420",581420," Giornali e pubblicazioni periodiche on line"
"service_code_581431",581431," Spazi pubblicitari in giornali e pubblicazioni periodiche su carta"
"service_code_581432",581432," Spazi pubblicitari in giornali e pubblicazioni periodiche on line"
"service_code_581440",581440," Servizi di concessione di licenze per giornali e pubblicazioni periodiche"
"service_code_581911",581911," Cartoline stampate con auguri o simili"
"service_code_581912",581912," Immagini, incisioni e fotografie stampate"
"service_code_581913",581913," Decalcomanie, calendari stampati"
"service_code_581914",581914," Francobolli, marche da bollo e simili, non obliterati; carta bollata; assegni; biglietti di banca, titoli azionari od obbligazioni e titoli simili"
"service_code_581915",581915," Stampati pubblicitari, cataloghi commerciali e simili"
"service_code_581919",581919," Altri stampati"
"service_code_581921",581921," Contenuti per adulti on line"
"service_code_581929",581929," Altri contenuti on line n.c.a."
"service_code_581930",581930," Servizi di concessione di licenze per altri stampati"
"service_code_582110",582110," Giochi per computer pronti per l'uso"
"service_code_582120",582120," Download di giochi per computer"
"service_code_582130",582130," Giochi on line"
"service_code_582140",582140," Servizi di concessione di licenze per l'utilizzo di giochi per computer"
"service_code_582911",582911," Sistemi operativi pronti per l'uso"
"service_code_582912",582912," Software di rete pronti per l'uso"
"service_code_582913",582913," Software di gestione di banca dati pronti per l'uso"
"service_code_582914",582914," Software di strumenti di sviluppo e di linguaggi di programmazione, pronti per l'uso"
"service_code_582921",582921," Applicazioni commerciali e domestiche generali, pronte per l'uso"
"service_code_582929",582929," Altro software applicativo, pronto per l'uso"
"service_code_582931",582931," Download di software per sistemi"
"service_code_582932",582932," Download di software applicativo"
"service_code_582940",582940," Software on line"
"service_code_582950",582950," Servizi di concessione di licenze per l'utilizzo di software"
"service_code_59",59," Servizi di produzione di pellicole cinematografiche, di video e di programmi televisivi; edizione di registrazioni sonore e edizioni musicali"
"service_code_591111",591111," Servizi di produzione di pellicole cinematografiche"
"service_code_591112",591112," Servizi di produzione di pellicole cinematografiche e di video promozionali o pubblicitari"
"service_code_591113",591113," Altri servizi di produzione di programmi televisivi"
"service_code_591121",591121," Originali di pellicole cinematografiche, video e programmi televisivi"
"service_code_591122",591122," Pellicole cinematografiche"
"service_code_591123",591123," Contenuti di film e altri video su disco, nastro o altri supporti materiali"
"service_code_591124",591124," Download di film e altri video"
"service_code_591130",591130," Vendita di spazi pubblicitari in prodotti cinematografici, video e televisivi"
"service_code_591211",591211," Servizi di redazione audiovisiva"
"service_code_591212",591212," Servizi di trasferimento e duplicazione di master"
"service_code_591213",591213," Servizi di correzione cromatica e di restauro in tecnica digitale"
"service_code_591214",591214," Servizi per gli effetti visivi"
"service_code_591215",591215," Servizi per l'animazione"
"service_code_591216",591216," Servizi di scrittura di didascalie, titolazione e sottotitolazione"
"service_code_591217",591217," Servizi di editing e di progettazione audio"
"service_code_591219",591219," Altri servizi di postproduzione di pellicole cinematografiche, di video e di programmi televisivi"
"service_code_591311",591311," Servizi di concessione di licenze per diritti cinematografici e relative royalties"
"service_code_591312",591312," Altri servizi di distribuzione di pellicole cinematografiche, di video e di programmi televisivi"
"service_code_591410",591410," Servizi di proiezione cinematografica"
"service_code_592011",592011," Servizi di registrazione sonora"
"service_code_592012",592012," Servizi di registrazione dal vivo"
"service_code_592013",592013," Originali di registrazioni sonore"
"service_code_592021",592021," Servizi di produzione di programmi radiofonici"
"service_code_592022",592022," Originali di programmi radiofonici"
"service_code_592031",592031," Partiture a stampa"
"service_code_592032",592032," Spartiti elettronici"
"service_code_592033",592033," Dischi, nastri o altri supporti materiali audio musicali"
"service_code_592034",592034," Altri dischi e nastri audio"
"service_code_592035",592035," Download di musica"
"service_code_592040",592040," Servizi di concessione di licenze per l'utilizzo di originali acustici"
"service_code_60",60," Servizi di programmazione e di emissione radiofonica e televisiva"
"service_code_601011",601011," Servizi di radioprogrammazione e radiodiffusione"
"service_code_601012",601012," Originali di emissioni radiofoniche"
"service_code_601020",601020," Programmi di canali radio"
"service_code_601030",601030," Spazi pubblicitari in radio"
"service_code_602011",602011," Servizi di diffusione di programmi televisivi on line (escl. programmi a pagamento)"
"service_code_602012",602012," Altri servizi di diffusione di programmi televisivi (escl. programmi a pagamento)"
"service_code_602013",602013," Servizi di diffusione di programmi televisivi on line a pagamento"
"service_code_602014",602014," Altri servizi di diffusione di programmi televisivi a pagamento"
"service_code_602020",602020," Originali di programmi televisivi"
"service_code_602031",602031," Programmi di canali televisivi (esclusa TV a pagamento)"
"service_code_602032",602032," Programmi di canali televisivi a pagamento"
"service_code_602040",602040," Spazi pubblicitari in TV"
"service_code_61",61," Servizi di telecomunicazione"
"service_code_611011",611011," Servizi di telefonia fissa - accesso e uso"
"service_code_611012",611012," Servizi di telefonia fissa - caratteristiche di chiamata"
"service_code_611013",611013," Servizi di reti private per sistemi di telecomunicazione cablati"
"service_code_611020",611020," Servizi di carrier per telecomunicazioni cablate"
"service_code_611030",611030," Servizi di trasmissione dati tramite reti di telecomunicazioni cablate"
"service_code_611041",611041," Servizi di dorsale (backbone) di Internet"
"service_code_611042",611042," Servizi di accesso a Internet a banda stretta tramite reti cablate"
"service_code_611043",611043," Servizi di accesso a Internet a banda larga tramite reti cablate"
"service_code_611049",611049," Altri servizi di telecomunicazioni tramite Internet via cavo"
"service_code_611051",611051," Servizi di distribuzione di programmi a domicilio tramite infrastruttura cablata, pacchetto di programmi base"
"service_code_611052",611052," Servizi di distribuzione di programmi a domicilio tramite infrastruttura cablata, pacchetto di programmi a scelta"
"service_code_611053",611053," Servizi di distribuzione di programmi a domicilio tramite infrastruttura cablata, pay-per-view (pagati a consumo)"
"service_code_612011",612011," Servizi di telecomunicazioni mobili - accesso e uso"
"service_code_612012",612012," Servizi di telecomunicazioni mobili - caratteristiche di chiamata"
"service_code_612013",612013," Servizi di reti private per sistemi di telecomunicazioni wireless"
"service_code_612020",612020," Servizi di carrier per telecomunicazioni wireless"
"service_code_612030",612030," Servizi di trasmissione dati tramite reti di telecomunicazioni wireless"
