"id","code_number","description"
"service_code_33",33," Servizi di riparazione e installazione di macchinari e apparecchi"
"service_code_331111",331111," Servizi di riparazione e manutenzione di elementi da costruzione in metallo"
"service_code_331112",331112," Servizi di riparazione e manutenzione di cisterne, serbatoi e contenitori in metallo"
"service_code_331113",331113," Servizi di riparazione e manutenzione di generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)"
"service_code_331114",331114," Servizi di riparazione e manutenzione di armi e munizioni"
"service_code_331119",331119," Servizi di riparazione e manutenzione di altri prodotti in metallo"
"service_code_331211",331211," Servizi di riparazione e manutenzione di motori e turbine (esclusi i motori per autoveicoli, per motocicli e per l'aviazione)"
"service_code_331212",331212," Servizi di riparazione e manutenzione di macchinari ad energia idraulica, altre pompe e compressori, rubinetti e valvole"
"service_code_331213",331213," Servizi di riparazione e manutenzione di cuscinetti, ingranaggi e organi di trasmissione"
"service_code_331214",331214," Servizi di riparazione e manutenzione di forni e bruciatori"
"service_code_331215",331215," Servizi di riparazione e manutenzione di macchine ed apparecchi di sollevamento e di movimentazione"
"service_code_331216",331216," Servizi di riparazione e manutenzione di macchine e attrezzature per ufficio (esclusi elaboratori elettronici e unità periferiche)"
"service_code_331217",331217," Servizi di riparazione e manutenzione di utensili elettrici portatili"
"service_code_331218",331218," Servizi di riparazione e manutenzione di impianti di ventilazione e di raffreddamento di uso non domestico"
"service_code_331219",331219," Servizi di riparazione e manutenzione di altre macchine di impiego generale n.c.a."
"service_code_331221",331221," Servizi di riparazione e manutenzione di macchine per l'agricoltura e la silvicoltura"
"service_code_331222",331222," Servizi di riparazione e manutenzione di macchine per la formatura dei metalli e di macchine utensili"
"service_code_331223",331223," Servizi di riparazione e manutenzione di macchine per la metallurgia"
"service_code_331224",331224," Servizi di riparazione e manutenzione di macchine da miniera, cava e cantiere"
"service_code_331225",331225," Servizi di riparazione e manutenzione di macchine per la lavorazione dei prodotti alimentari, delle bevande e del tabacco"
"service_code_331226",331226," Servizi di riparazione e manutenzione di macchine per le industrie tessili, dell'abbigliamento e del cuoio"
"service_code_331227",331227," Servizi di riparazione e manutenzione di macchine per l'industria della carta e del cartone"
"service_code_331228",331228," Servizi di riparazione e manutenzione di macchine per la lavorazione di materie plastiche e gomma"
"service_code_331229",331229," Servizi di riparazione e manutenzione di altre macchine per impieghi speciali"
"service_code_331311",331311," Servizi di riparazione e manutenzione di strumenti ed apparecchi di misurazione, di prova e di navigazione"
"service_code_331312",331312," Servizi di riparazione e manutenzione di apparecchi elettromedicali, di apparecchi per irradiazione e per elettroterapia"
"service_code_331313",331313," Servizi di riparazione e manutenzione di strumenti ottici e di attrezzature fotografiche professionali"
"service_code_331319",331319," Servizi di riparazione e manutenzione di altri apparecchi elettronici professionali"
"service_code_331411",331411," Servizi di riparazione e manutenzione di motori, generatori e trasformatori elettrici e di apparecchi per la distribuzione e il controllo dell'elettricità"
"service_code_331419",331419," Servizi di riparazione e manutenzione di altri apparecchi elettrici professionali"
"service_code_331510",331510," Servizi di riparazione e manutenzione di navi e imbarcazioni"
"service_code_331610",331610," Servizi di riparazione e manutenzione di aeromobili e veicoli spaziali"
"service_code_331711",331711," Servizi di riparazione e manutenzione di locomotive e materiale rotabile ferrotranviario"
"service_code_331719",331719," Servizi di riparazione e manutenzione di altri mezzi di trasporto n.c.a."
"service_code_331910",331910," Servizi di riparazione di altri apparecchi"
"service_code_332011",332011," Servizi di installazione di generatori di vapore, escluse le caldaie ad acqua calda per il riscaldamento centrale, compresi i servizi di installazione di sistemi di tubazioni metalliche negli stabilimenti industriali"
"service_code_332012",332012," Servizi di installazione di altri prodotti in metallo, esclusi macchine e apparecchi"
"service_code_332021",332021," Servizi di installazione di macchine per ufficio e macchine contabili"
"service_code_332029",332029," Servizi di installazione di altre macchine di impiego generale n.c.a."
"service_code_332031",332031," Servizi di installazione di macchine e attrezzature industriali per l'agricoltura"
"service_code_332032",332032," Servizi di installazione di macchine per la formatura dei metalli"
"service_code_332033",332033," Servizi di installazione di macchinari e di impianti per l'industria metallurgica"
"service_code_332034",332034," Servizi di installazione di macchinari e di impianti da miniera"
"service_code_332035",332035," Servizi di installazione di macchinari e di impianti industriali per la lavorazione dei prodotti alimentari, delle bevande e del tabacco"
"service_code_332036",332036," Servizi d'installazione di macchinari e di impianti per l'industria tessile, dell'abbigliamento e del cuoio"
"service_code_332037",332037," Servizi di installazione di macchinari e di impianti per l'industria della carta e del cartone"
"service_code_332038",332038," Servizi di installazione di macchinari e di impianti per l'industria delle materie plastiche e della gomma"
"service_code_332039",332039," Servizi di installazione di altre macchine per impieghi speciali"
"service_code_332041",332041," Servizi di installazione di apparecchi medicali professionali e di strumenti ottici e di precisione"
"service_code_332042",332042," Servizi di installazione di apparecchi elettronici professionali"
"service_code_332050",332050," Servizi di installazione di apparecchi elettrici"
"service_code_332060",332060," Servizi di installazione di apparecchiature per il controllo dei processi industriali"
"service_code_332070",332070," Servizi di installazione di altri prodotti n.c.a."
"service_code_35",35," Energia elettrica, gas, vapore e aria condizionata"
"service_code_351110",351110," Energia elettrica"
"service_code_351210",351210," Servizi di trasporto di energia elettrica"
"service_code_351310",351310," Servizi di distribuzione di energia elettrica"
"service_code_351410",351410," Servizi di vendita di energia elettrica"
"service_code_352110",352110," Gas di carbon fossile, gas d'acqua, gas di gasogeno e gas simili, esclusi i gas di petrolio"
"service_code_352210",352210," Servizi di distribuzione di combustibili gassosi mediante condutture"
"service_code_352310",352310," Servizi di vendita di gas mediante condutture"
"service_code_353011",353011," Vapore e acqua calda"
"service_code_353012",353012," Servizi di distribuzione di vapore e di acqua calda tramite rete"
"service_code_353021",353021," Ghiaccio, anche per raffreddamento (per usi non alimentari)"
"service_code_353022",353022," Servizi di fornitura di aria e acqua refrigerate"
"service_code_36",36," Acqua naturale; servizi di trattamento delle acque e di produzione e distribuzione d'acqua"
"service_code_360011",360011," Acqua potabile"
"service_code_360012",360012," Acqua non potabile"
"service_code_360020",360020," Servizi di trattamento e distribuzione dell'acqua tramite rete"
"service_code_360030",360030," Servizi di vendita dell'acqua tramite rete"
"service_code_37",37," Servizi di smaltimento delle acque di scarico; fanghi di depurazione"
"service_code_370011",370011," Servizi di evacuazione e di trattamento delle acque di scarico"
"service_code_370012",370012," Servizi di trattamento di pozzi neri e fosse settiche"
"service_code_370020",370020," Fanghi di depurazione"
"service_code_38",38," Servizi di raccolta, trattamento e smaltimento dei rifiuti; servizi di recupero dei materiali"
"service_code_381111",381111," Servizi di raccolta di rifiuti urbani non pericolosi riciclabili"
"service_code_381119",381119," Servizi di raccolta di altri rifiuti non pericolosi, di provenienza diversa"
"service_code_381121",381121," Servizi di raccolta di rifiuti urbani non pericolosi non riciclabili"
"service_code_381129",381129," Servizi di raccolta di altri rifiuti non pericolosi non riciclabili"
"service_code_381131",381131," Rifiuti municipali non riciclabili, non pericolosi"
"service_code_381139",381139," Altri rifiuti non riciclabili, non pericolosi"
"service_code_381141",381141," Navi ed altri congegni galleggianti destinati a smantellamento"
"service_code_381149",381149," Carcasse, diverse da navi ed altri congegni galleggianti, destinate alla demolizione"
"service_code_381151",381151," Rifiuti di vetro"
"service_code_381152",381152," Rifiuti di carta e cartone"
"service_code_381153",381153," Copertoni usati, di gomma"
"service_code_381154",381154," Altri rifiuti di gomma"
"service_code_381155",381155," Rifiuti di materie plastiche"
"service_code_381156",381156," Rifiuti di materie tessili"
"service_code_381157",381157," Rifiuti di cuoio"
"service_code_381158",381158," Cascami metallici non pericolosi"
"service_code_381159",381159," Altri rifiuti riciclabili, non pericolosi n.c.a."
"service_code_381161",381161," Servizi di trasporto di rifiuti non pericolosi riciclabili"
"service_code_381169",381169," Servizi di trasporto di altri rifiuti non pericolosi"
"service_code_381211",381211," Servizi di raccolta di residui medicinali pericolosi e altri biorifiuti pericolosi"
"service_code_381212",381212," Servizi di raccolta di altri rifiuti pericolosi industriali"
"service_code_381213",381213," Servizi di raccolta di rifiuti urbani pericolosi"
"service_code_381221",381221," Elementi combustibili (cartucce) esausti (irradiati) di reattori nucleari"
"service_code_381222",381222," Residui farmaceutici"
"service_code_381223",381223," Altri residui medicinali pericolosi"
"service_code_381224",381224," Residui chimici pericolosi"
"service_code_381225",381225," Residui di oli"
"service_code_381226",381226," Cascami metallici pericolosi"
"service_code_381227",381227," Cascami ed avanzi di pile, di batterie di pile e di accumulatori elettrici"
"service_code_381229",381229," Altri rifiuti pericolosi"
"service_code_381230",381230," Servizi di trasporto di rifiuti pericolosi"
"service_code_382110",382110," Servizi di trattamento dei rifiuti non pericolosi destinati allo smaltimento finale"
"service_code_382121",382121," Servizi di discarica controllata"
"service_code_382122",382122," Altri servizi di discarica"
"service_code_382123",382123," Servizi di incenerimento dei rifiuti non pericolosi"
"service_code_382129",382129," Servizi di smaltimento di altri rifiuti non pericolosi"
"service_code_382130",382130," Residui di solventi organici"
"service_code_382140",382140," Ceneri e residui di incenerimento dei rifiuti"
"service_code_382211",382211," Servizi di trattamento delle scorie nucleari"
"service_code_382219",382219," Servizi di trattamento di altri residui pericolosi"
"service_code_382221",382221," Servizi di smaltimento delle scorie nucleari"
"service_code_382229",382229," Servizi di smaltimento di altri residui pericolosi"
"service_code_383111",383111," Servizi di demolizione di navi"
"service_code_383112",383112," Servizi di demolizione di carcasse, escluse navi ed altri congegni galleggianti"
"service_code_383211",383211," Servizi di recupero delle materie metalliche selezionate"
"service_code_383212",383212," Servizi di recupero delle materie non metalliche selezionate"
"service_code_383221",383221," Metalli preziosi sotto forma di materie prime secondarie"
"service_code_383222",383222," Metalli ferrosi sotto forma di materie prime secondarie"
"service_code_383223",383223," Rame sotto forma di materie prime secondarie"
"service_code_383224",383224," Nichel sotto forma di materie prime secondarie"
"service_code_383225",383225," Alluminio sotto forma di materie prime secondarie"
"service_code_383229",383229," Altre materie prime secondarie metalliche"
"service_code_383231",383231," Vetro sotto forma di materie prime secondarie"
"service_code_383232",383232," Carta e cartone sotto forma di materie prime secondarie"
"service_code_383233",383233," Materie plastiche sotto forma di materie prime secondarie"
"service_code_383234",383234," Gomma sotto forma di materie prime secondarie"
"service_code_383235",383235," Materie tessili sotto forma di materie prime secondarie"
"service_code_383239",383239," Altre materie prime secondarie non metalliche"
"service_code_39",39," Servizi di decontaminazione ed altri servizi di trattamento dei rifiuti"
"service_code_390011",390011," Servizi di decontaminazione e pulizia di terreni e di depurazione di acque sotterranee"
"service_code_390012",390012," Servizi di decontaminazione e di bonifica delle acque superficiali"
"service_code_390013",390013," Servizi di decontaminazione e di pulizia dell'aria"
"service_code_390014",390014," Servizi di decontaminazione degli edifici"
"service_code_390021",390021," Servizi di confinamento, controllo e monitoraggio della decontaminazione del sito ed altri servizi di decontaminazione"
"service_code_390022",390022," Altri servizi di decontaminazione"
"service_code_390023",390023," Altri servizi specializzati di controllo dell'inquinamento"
"service_code_41",41," Edifici ed opere di edilizia civile"
"service_code_410010",410010," Edilizia abitativa"
"service_code_410020",410020," Fabbricati non residenziali"
"service_code_410030",410030," Lavori di costruzione di fabbricati residenziali (nuovi lavori, aggiunte, modifiche e lavori di restauro)"
"service_code_410040",410040," Lavori di costruzione di fabbricati non residenziali (nuovi lavori, aggiunte, modifiche e lavori di restauro)"
"service_code_42",42," Lavori di costruzione ed opere di genio civile"
"service_code_421110",421110," Autostrade, strade, strade urbane, altri passaggi per veicoli e pedoni e piste di campi di aviazione"
"service_code_421120",421120," Lavori di costruzione di autostrade, strade, strade urbane, altri passaggi per veicoli e pedoni e piste di campi di aviazione"
"service_code_421210",421210," Linee ferroviarie e metropolitane"
"service_code_421220",421220," Lavori di costruzione di linee ferroviarie e metropolitane"
"service_code_421310",421310," Ponti e gallerie"
"service_code_421320",421320," Lavori di costruzione di ponti e gallerie"
"service_code_422111",422111," Condotte per grandi distanze per il trasporto di fluidi"
"service_code_422112",422112," Condotte locali per il trasporto di fluidi"
"service_code_422113",422113," Sistemi di irrigazione (canali); condutture e tubi per la distribuzione dell'acqua; impianti di trattamento delle acque, impianti di smaltimento delle acque di scarico e stazioni di pompaggio"
"service_code_422121",422121," Lavori di costruzione di condotte per grandi distanze"
"service_code_422122",422122," Lavori di costruzione di condotte locali, inclusi lavori accessori"
"service_code_422123",422123," Lavori di costruzione di sistemi di irrigazione (canali), condutture e tubi per la distribuzione dell'acqua, impianti di trattamento delle acque, impianti di smaltimento delle acque di scarico e stazioni di pompaggio"
"service_code_422124",422124," Trivellazione di pozzi d'acqua e lavori di installazione di fosse settiche"
"service_code_422211",422211," Linee elettriche e linee di comunicazione per grandi distanze"
"service_code_422212",422212," Linee elettriche e linee di comunicazione locali"
"service_code_422213",422213," Centrali elettriche"
"service_code_422221",422221," Lavori di costruzione di linee elettriche per grandi distanze e linee di comunicazione"
"service_code_422222",422222," Lavori di costruzione di linee elettriche e linee di comunicazione locali"
"service_code_422223",422223," Lavori di costruzione di centrali elettriche"
"service_code_429110",429110," Strutture costiere e portuali, dighe, chiuse ed altre strutture idromeccaniche"
"service_code_429120",429120," Lavori di costruzione di strutture costiere e portuali, dighe, chiuse ed altre strutture idromeccaniche"
"service_code_429911",429911," Impianti per attività estrattive e manifatturiere"
"service_code_429912",429912," Impianti sportivi e ricreativi"
"service_code_429919",429919," Altre opere di genio civile n.c.a."
"service_code_429921",429921," Lavori di costruzione per attività estrattive e manifatturiere"
"service_code_429922",429922," Lavori di costruzione di strutture per stadi e terreni sportivi"
"service_code_429929",429929," Lavori di costruzione per altre opere di genio civile n.c.a."
"service_code_43",43," Opere specializzate"
"service_code_431110",431110," Lavori di demolizione"
"service_code_431211",431211," Lavori di preparazione del suolo e del terreno; lavori di sgombero"
"service_code_431212",431212," Lavori di scavo e di movimento terra"
"service_code_431310",431310," Lavori di trivellazione e perforazione"
"service_code_432110",432110," Lavori di installazione di impianti elettrici"
"service_code_432211",432211," Lavori di installazione di impianti idraulici e fognature"
"service_code_432212",432212," Lavori di installazione di impianti di riscaldamento, ventilazione e condizionamento dell'aria"
"service_code_432220",432220," Lavori di installazione di raccordi per il gas"
"service_code_432911",432911," Lavori di isolamento"
"service_code_432912",432912," Lavori di installazione di recinzioni e cancellate"
"service_code_432919",432919," Altri lavori di installazione n.c.a."
"service_code_433110",433110," Lavori di intonacatura"
"service_code_433210",433210," Posa in opera di infissi"
"service_code_433310",433310," Posa in opera di piastrelle"
"service_code_433321",433321," Opere in terrazzo, marmo, granito e ardesia"
"service_code_433329",433329," Posa in opera di altri rivestimenti per pavimenti e muri, e di carta da parati n.c.a."
"service_code_433410",433410," Lavori di tinteggiatura"
"service_code_433420",433420," Posa in opera di vetrate"
"service_code_433911",433911," Posa in opera di elementi ornamentali"
"service_code_433919",433919," Altri lavori di completamento e di finitura degli edifici n.c.a."
"service_code_439111",439111," Costruzione di ossature di tetti"
"service_code_439119",439119," Altri lavori di copertura"
"service_code_439910",439910," Lavori di impermeabilizzazione"
"service_code_439920",439920," Lavori di ponteggio"
"service_code_439930",439930," Lavori di palificazione e costipazione del terreno; lavori di fondazione"
"service_code_439940",439940," Opere in calcestruzzo"
"service_code_439950",439950," Lavori di installazione di elementi in acciaio"
"service_code_439960",439960," Lavori in muratura e posa in opera di mattoni"
"service_code_439970",439970," Lavori di montaggio e installazione di opere prefabbricate"
"service_code_439990",439990," Opere specializzate n.c.a."
"service_code_45",45," Servizi di vendita all'ingrosso e al dettaglio e di riparazione di autoveicoli e motocicli"
"service_code_451111",451111," Servizi di vendita all'ingrosso di autoveicoli per il trasporto di persone"
"service_code_451112",451112," Servizi di vendita all'ingrosso di autoveicoli per il trasporto speciale di persone, ad esempio ambulanze, minibus ed altri e veicoli fuoristrada (di peso inferiore o uguale a 3,5 t)"
"service_code_451121",451121," Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli nuovi per il trasporto di persone"
"service_code_451122",451122," Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli usati, per il trasporto di persone"
"service_code_451123",451123," Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli nuovi per il trasporto speciale di persone, ad esempio ambulanze, minibus ed altri e veicoli fuoristrada (di peso inferiore o uguale a 3,5 t)"
"service_code_451124",451124," Servizi di vendita al dettaglio in esercizi specializzati di autoveicoli usati, per il trasporto speciale di persone, ad esempio ambulanze, minibus ed altri e veicoli fuoristrada (di peso inferiore o uguale a 3,5 t)"
"service_code_451131",451131," Servizi di vendita al dettaglio di automobili e di autoveicoli leggeri via Internet"
"service_code_451139",451139," Altri servizi di vendita al dettaglio di automobili e di autoveicoli leggeri n.c.a."
"service_code_451141",451141," Servizi di vendita all'ingrosso per conto terzi di automobili e di autoveicoli leggeri via Internet"
"service_code_451149",451149," Altri servizi di vendita all'ingrosso per conto terzi di automobili e di autoveicoli leggeri"
"service_code_451911",451911," Servizi di vendita all'ingrosso di autocarri, furgoni, rimorchi, semirimorchi e autobus"
"service_code_451912",451912," Servizi di vendita all'ingrosso di veicoli da campeggio quali roulotte e motorhome"
"service_code_451921",451921," Servizi di vendita al dettaglio in esercizi specializzati di autocarri, furgoni, rimorchi, semirimorchi e autobus"
"service_code_451922",451922," Servizi di vendita al dettaglio in esercizi specializzati di veicoli da campeggio quali roulotte e motorhome"
"service_code_451931",451931," Servizi di vendita al dettaglio di altri autoveicoli via Internet"
"service_code_451939",451939," Altri servizi di vendita al dettaglio di autoveicoli n.c.a."
"service_code_451941",451941," Servizi di vendita all'ingrosso per conto terzi di altri autoveicoli via Internet"
"service_code_451949",451949," Altri servizi di vendita all'ingrosso per conto terzi di altri autoveicoli"
"service_code_452011",452011," Servizi di manutenzione e riparazione ordinaria (esclusi i servizi di riparazione del sistema elettrico, pneumatici e carrozzeria) di automobili e di autoveicoli leggeri"
"service_code_452012",452012," Servizi di riparazione del sistema elettrico di automobili e di autoveicoli leggeri"
"service_code_452013",452013," Servizi di riparazione dei pneumatici (comprese regolazione ed equilibratura) di automobili e di autoveicoli leggeri"
"service_code_452014",452014," Servizi di riparazione della carrozzeria e servizi simili (portiere, serrature, finestrini, riverniciatura, riparazione a seguito di collisione) di automobili e di autoveicoli leggeri"
"service_code_452021",452021," Servizi di manutenzione e riparazione ordinaria (esclusi i servizi di riparazione del sistema elettrico e della carrozzeria) di altri autoveicoli"
"service_code_452022",452022," Servizi di riparazione del sistema elettrico di altri autoveicoli"
"service_code_452023",452023," Servizi di riparazione della carrozzeria e servizi simili (portiere, serrature, finestrini, riverniciatura, riparazione a seguito di collisione) di altri autoveicoli"
"service_code_452030",452030," Lavaggio e lucidatura di autoveicoli e servizi simili"
"service_code_453111",453111," Servizi di vendita all'ingrosso di copertoni e camere d'aria di pneumatici in gomma"
"service_code_453112",453112," Servizi di vendita all'ingrosso di altre parti e altri accessori di autoveicoli"
"service_code_453120",453120," Servizi di vendita all'ingrosso per conto terzi di parti e accessori di autoveicoli"
"service_code_453211",453211," Servizi di vendita al dettaglio in esercizi specializzati di pneumatici"
"service_code_453212",453212," Servizi di vendita al dettaglio in esercizi specializzati di altre parti e altri accessori di autoveicoli"
"service_code_453221",453221," Servizi di vendita al dettaglio di parti e accessori di autoveicoli via Internet"
"service_code_453222",453222," Servizi di vendita al dettaglio di parti e accessori di autoveicoli per corrispondenza"
"service_code_453229",453229," Altri servizi di vendita al dettaglio di parti e accessori di autoveicoli n.c.a."
"service_code_454010",454010," Servizi di vendita all'ingrosso di motocicli, accessori e pezzi di ricambio"
"service_code_454020",454020," Servizi di vendita al dettaglio in esercizi specializzati di motocicli, accessori e pezzi di ricambio"
"service_code_454030",454030," Altri servizi di vendita al dettaglio di motocicli, accessori e pezzi di ricambio"
"service_code_454040",454040," Servizi di vendita all'ingrosso per conto terzi di motocicli, accessori e pezzi di ricambio"
"service_code_454050",454050," Servizi di manutenzione e riparazione di motocicli"
"service_code_46",46," Servizi di vendita all'ingrosso, escluso quello di autoveicoli e di motocicli"
"service_code_461111",461111," Servizi di vendita all'ingrosso per conto terzi di animali vivi"
"service_code_461112",461112," Servizi di vendita all'ingrosso per conto terzi di fiori e piante"
"service_code_461119",461119," Servizi di vendita all'ingrosso per conto terzi di altre materie prime agricole, di altre materie prime tessili e di altri semilavorati"
"service_code_461211",461211," Servizi di vendita all'ingrosso per conto terzi di combustibili solidi, liquidi, gassosi e di prodotti derivati"
"service_code_461212",461212," Servizi di vendita all'ingrosso per conto terzi di minerali metalliferi e metalli in forme primarie"
"service_code_461213",461213," Servizi di vendita all'ingrosso per conto terzi di prodotti chimici industriali, di fertilizzanti e di prodotti chimici per l'agricoltura"
"service_code_461311",461311," Servizi di vendita all'ingrosso per conto terzi di legname e di prodotti di legno"
"service_code_461312",461312," Servizi di vendita all'ingrosso per conto terzi di materiali da costruzione"
"service_code_461411",461411," Servizi di vendita all'ingrosso per conto terzi di elaboratori elettronici, software, apparecchiature elettroniche e per telecomunicazioni e altre attrezzature per ufficio"
"service_code_461412",461412," Servizi di vendita all'ingrosso per conto terzi di navi, aeromobili ed altri mezzi di trasporto n.c.a."
"service_code_461419",461419," Servizi di vendita all'ingrosso per conto terzi di altri macchinari e impianti industriali n.c.a."
"service_code_461511",461511," Servizi di vendita all'ingrosso per conto terzi di mobili"
"service_code_461512",461512," Servizi di vendita all'ingrosso per conto terzi di apparecchi radio, televisori e apparecchi video"
"service_code_461513",461513," Servizi di vendita all'ingrosso per conto terzi di ferramenta e utensileria portatile"
"service_code_461519",461519," Servizi di vendita all'ingrosso per conto terzi di articoli per la casa e posaterie n.c.a."
"service_code_461611",461611," Servizi di vendita all'ingrosso per conto terzi di prodotti tessili"
"service_code_461612",461612," Servizi di vendita all'ingrosso per conto terzi di abbigliamento, di pellicce e di calzature"
"service_code_461613",461613," Servizi di vendita all'ingrosso per conto terzi di articoli in cuoio e di accessori da viaggio"
"service_code_461711",461711," Servizi di vendita all'ingrosso per conto terzi di prodotti alimentari"
"service_code_461712",461712," Servizi di vendita all'ingrosso per conto terzi di bevande"
"service_code_461713",461713," Servizi di vendita all'ingrosso per conto terzi di tabacco"
"service_code_461811",461811," Servizi di vendita all'ingrosso per conto terzi di prodotti farmaceutici, medicali, di cosmetici e di articoli di profumeria e di prodotti per la pulizia"
"service_code_461812",461812," Servizi di vendita all'ingrosso per conto terzi di giochi e giocattoli, articoli sportivi, biciclette, libri, giornali, riviste e articoli di cancelleria, strumenti musicali, orologi e gioielli, attrezzature fotografiche e strumenti ottici"
"service_code_461819",461819," Servizi di vendita all'ingrosso per conto terzi di altri prodotti particolari n.c.a."
"service_code_461910",461910," Servizi di vendita all'ingrosso per conto terzi di vari prodotti senza prevalenza di alcuno"
"service_code_462111",462111," Servizi di vendita all'ingrosso di cereali"
"service_code_462112",462112," Servizi di vendita all'ingrosso di sementi (esclusi semi oleosi)"
"service_code_462113",462113," Servizi di vendita all'ingrosso di semi e frutti oleosi"
"service_code_462114",462114," Servizi di vendita all'ingrosso di alimenti per il bestiame (mangimi)"
"service_code_462119",462119," Servizi di vendita all'ingrosso di altre materie prime agricole n.c.a."
"service_code_462120",462120," Servizi di vendita all'ingrosso di tabacco grezzo"
"service_code_462210",462210," Servizi di vendita all'ingrosso di fiori e piante"
"service_code_462310",462310," Servizi di vendita all'ingrosso di animali vivi"
"service_code_462410",462410," Servizi di vendita all'ingrosso di pelli, anche per pellicceria, e cuoio"
"service_code_463111",463111," Servizi di vendita all'ingrosso di frutta e ortaggi freschi"
"service_code_463112",463112," Servizi di vendita all'ingrosso di preparazioni di frutta e ortaggi"
"service_code_463211",463211," Servizi di vendita all'ingrosso di carne, pollame incluso"
"service_code_463212",463212," Servizi di vendita all'ingrosso di prodotti a base di carne, prodotti avicoli inclusi"
"service_code_463311",463311," Servizi di vendita all'ingrosso di prodotti lattiero-caseari"
"service_code_463312",463312," Servizi di vendita all'ingrosso di uova"
"service_code_463313",463313," Servizi di vendita all'ingrosso di oli e grassi commestibili"
"service_code_463411",463411," Servizi di vendita all'ingrosso di succhi, acque minerali, bibite analcoliche ed altre bevande non alcoliche"
"service_code_463412",463412," Servizi di vendita all'ingrosso di bevande alcoliche"
"service_code_463510",463510," Servizi di vendita all'ingrosso di prodotti del tabacco"
"service_code_463611",463611," Servizi di vendita all'ingrosso di zucchero"
"service_code_463612",463612," Servizi di vendita all'ingrosso di prodotti di panetteria e pasticceria"
"service_code_463613",463613," Servizi di vendita all'ingrosso di cioccolato e dolciumi"
"service_code_463710",463710," Servizi di vendita all'ingrosso di caffÔö£┬┐, tÔö£┬┐, cacao e spezie"
"service_code_463810",463810," Servizi di vendita all'ingrosso di pesci, crostacei e molluschi"
"service_code_463821",463821," Servizi di vendita all'ingrosso di preparati omogeneizzati e di alimenti dietetici"
"service_code_463829",463829," Servizi di vendita all'ingrosso di altri prodotti alimentari n.c.a."
"service_code_463911",463911," Servizi di vendita all'ingrosso non specializzato di prodotti alimentari surgelati"
"service_code_463912",463912," Servizi di vendita all'ingrosso non specializzato di prodotti alimentari non surgelati, bevande e tabacco"
"service_code_464111",464111," Servizi di vendita all'ingrosso di filati"
"service_code_464112",464112," Servizi di vendita all'ingrosso di tessuti"
"service_code_464113",464113," Servizi di vendita all'ingrosso di biancheria per la casa, tende ed altri articoli per la casa in materie tessili"
"service_code_464114",464114," Servizi di vendita all'ingrosso di merceria"
"service_code_464211",464211," Servizi di vendita all'ingrosso di articoli di abbigliamento"
"service_code_464212",464212," Servizi di vendita all'ingrosso di calzature"
"service_code_464311",464311," Servizi di vendita all'ingrosso di elettrodomestici, eccetto apparecchi radio, televisori e attrezzature fotografiche"
"service_code_464312",464312," Servizi di vendita all'ingrosso di apparecchi radio, televisori, apparecchi video e lettori DVD"
"service_code_464313",464313," Servizi di vendita all'ingrosso di dischi, nastri audio e video, CD e DVD (escl. Supporti non registrati)"
"service_code_464314",464314," Servizi di vendita all'ingrosso di articoli fotografici ed ottici"
"service_code_464411",464411," Servizi di vendita all'ingrosso di articoli di vetro, porcellana e ceramica"
"service_code_464412",464412," Servizi di vendita all'ingrosso di prodotti per la pulizia"
"service_code_464510",464510," Servizi di vendita all'ingrosso di profumi e cosmetici"
"service_code_464611",464611," Servizi di vendita all'ingrosso di prodotti farmaceutici di base e di preparati farmaceutici"
"service_code_464612",464612," Servizi di vendita all'ingrosso di strumenti e apparecchi chirurgici, medicali ed ortopedici"
"service_code_464711",464711," Servizi di vendita all'ingrosso di mobili per la casa"
"service_code_464712",464712," Servizi di vendita all'ingrosso di apparecchi per l'illuminazione"
"service_code_464713",464713," Servizi di vendita all'ingrosso di tappeti"
"service_code_464810",464810," Servizi di vendita all'ingrosso di orologi e di articoli di gioielleria"
"service_code_464911",464911," Servizi di vendita all'ingrosso di posaterie e utensili in metallo per la casa"
"service_code_464912",464912," Servizi di vendita all'ingrosso di articoli in vimini, sughero, articoli da bottaio ed altri articoli in legno"
"service_code_464919",464919," Servizi di vendita all'ingrosso di articoli e apparecchi domestici n.c.a."
"service_code_464921",464921," Servizi di vendita all'ingrosso di libri"
"service_code_464922",464922," Servizi di vendita all'ingrosso di riviste e giornali"
"service_code_464923",464923," Servizi di vendita all'ingrosso di prodotti cartotecnici"
"service_code_464931",464931," Servizi di vendita all'ingrosso di strumenti musicali"
"service_code_464932",464932," Servizi di vendita all'ingrosso di giochi e giocattoli"
"service_code_464933",464933," Servizi di vendita all'ingrosso di articoli sportivi (incluse biciclette)"
"service_code_464934",464934," Servizi di vendita all'ingrosso di articoli in cuoio e accessori da viaggio"
"service_code_464935",464935," Servizi di vendita all'ingrosso di francobolli e monete"
"service_code_464936",464936," Servizi di vendita all'ingrosso di souvenir e opere d'arte"
"service_code_464939",464939," Servizi di vendita all'ingrosso di altri beni di consumo n.c.a."
"service_code_465110",465110," Servizi di vendita all'ingrosso di elaboratori elettronici, apparecchiature informatiche periferiche e software"
