"abi","cab","id","name","street","zip","country:id"
"06310","10500","base.0631010500","CASSA DI RISPARMIO DI SAVONA","VIA BELGRANO, 1","18100","base.it"
"03500","10500","base.0350010500","C.A.B. - SOCIETA' PER AZIONI","VIALE MATTEOTTI, 13","18100","base.it"
"03500","00000","base.0350000000","BANCA CREDITO AGRARIO BRESCIANO - C.A.B."," ","18100","base.it"
"03075","22700","base.0307522700","BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA)","VIA MATTEOTTI 178 PIANO PRIMO","18038","base.it"
"03204","10500","base.0320410500","BANCA DI LEGNANO S.P.A.","VIA BELGRANO, 6","18100","base.it"
"02008","10503","base.0200810503","UNICREDIT BANCA S.P.A.","VIA MATTEOTTI, 94","18100","base.it"
"02008","10500","base.0200810500","UNICREDIT BANCA S.P.A.","VIALE MATTEOTTI, 136","18100","base.it"
"02008","10502","base.0200810502","UNICREDIT BANCA S.P.A.","VIA ALFIERI, 12","18100","base.it"
"02008","10501","base.0200810501","UNICREDIT BANCA S.P.A.","VIALE MATTEOTTI, 33","18100","base.it"
"03440","10500","base.0344010500","BANCO DI DESIO E DELLA BRIANZA - SOCIETA' PER AZIONI","VIA G. BERIO, 20","18100","base.it"
"05188","10501","base.0518810501","BANCO POPOLARE DI VERONA E NOVARA SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","PORTO MAURIZIO - VIA RAMBALDO","18100","base.it"
"05188","10500","base.0518810500","BANCO POPOLARE DI VERONA E NOVARA SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","VIA DON ABBO IL SANTO, 8 - PIAZZA ROSSINI, 2","18100","base.it"
"05437","10500","base.0543710500","BIPOP CARIRE, SOCIETA' PER AZIONI","VIA MATTEOTTI, 94","18100","base.it"
"05034","10500","base.0503410500","BANCO BPM SOCIETA' PER AZIONI","VIA DON ABBO IL SANTO, 8 ANGOLO PIAZZA ROSSINI, 2","18100","base.it"
"03207","10500","base.0320710500","CAPITALIA, SOCIETA' PER AZIONI","VIA ALFIERI, 12","18100","base.it"
"03001","10500","base.0300110500","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIA BELGRANO, 4","18100","base.it"
"03001","10501","base.0300110501","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIA F. CASCIONE, 61/63","18100","base.it"
"03104","10500","base.0310410500","DEUTSCHE BANK S.P.A.","PIAZZA G. BIANCHI, 13","18100","base.it"
"06906","10502","base.0690610502","BANCA REGIONALE EUROPEA S.P.A. (IN FORMA ABBREVIATA B.R.E. BANCA S.P.A.)","VIALE MATTEOTTI, 13","18100","base.it"
"06906","10501","base.0690610501","BANCA REGIONALE EUROPEA S.P.A. (IN FORMA ABBREVIATA B.R.E. BANCA S.P.A.)","VIA G. PUCCINI, 7","18100","base.it"
"06906","10500","base.0690610500","BANCA REGIONALE EUROPEA S.P.A. (IN FORMA ABBREVIATA B.R.E. BANCA S.P.A.)","VIA G. PUCCINI, 7","18100","base.it"
"02005","10500","base.0200510500","BANCO DI ROMA","VIA ALFIERI, 12","18100","base.it"
"03111","10500","base.0311110500","BANCA LOMBARDA SOCIETA' PER AZIONI","VIALE MATTEOTTI, 13","18100","base.it"
"05040","10500","base.0504010500","BANCA ANTONVENETA S.P.A. (IN FORMA ABBREVIATA ANTONVENETA S.P.A.)","VIA SCHIVA, 58","18100","base.it"
"06075","10500","base.0607510500","CASSA DI RISPARMIO DI ALESSANDRIA S.P.A.","VIA BELGRANO, 6","18100","base.it"
"03002","10500","base.0300210500","BANCA DI ROMA","VIA ALFIERI, 12","18100","base.it"
"05608","10500","base.0560810500","BANCA POPOLARE DI NOVARA","VIA DON ABBO IL SANTO, 8 - PIAZZA ROSSINI, 2","18100","base.it"
"05608","10501","base.0560810501","BANCA POPOLARE DI NOVARA","PORTO MAURIZIO - VIA RAMBALDO","18100","base.it"
"06030","10522","base.0603010522","CREDIT AGRICOLE CARISPEZIA S.P.A.","VIA FELICE CASCIONE, 72/A","18100","base.it"
"06030","10501","base.0603010501","CREDIT AGRICOLE CARISPEZIA S.P.A.","VIA DE SONNAZ, 24","18100","base.it"
"03359","10500","base.0335910500","BANCA PROSSIMA S.P.A. (IN FORMA ABBREVIATA PROSSIMA S.P.A.)","PIAZZA MARCONI, 3","18100","base.it"
"03359","10501","base.0335910501","BANCA PROSSIMA S.P.A. (IN FORMA ABBREVIATA PROSSIMA S.P.A.)","PIAZZA MARCONI, 3","18100","base.it"
"03359","10502","base.0335910502","BANCA PROSSIMA S.P.A. (IN FORMA ABBREVIATA PROSSIMA S.P.A.)","PIAZZA DANTE, 8A","18100","base.it"
"05526","10500","base.0552610500","BANCO DI SAN GIORGIO S.P.A.","VIALE MATTEOTTI, 13","18100","base.it"
"05526","10501","base.0552610501","BANCO DI SAN GIORGIO S.P.A.","VIA G. PUCCINI, 7","18100","base.it"
"03069","10510","base.0306910510","BANCA INTESA S.P.A. (IN FORMA ABBREVIATA INTESA S.P.A.)","VIA BELGRANO, 4","18100","base.it"
"03069","10521","base.0306910521","BANCA INTESA BANCA COMMERCIALE ITALIANA SPA (IN FORMA ABBREVIATA INTESABCI SPA OVVERO BANCA INTESA COMIT SPA)","VIA F. CASCIONE, 61/63","18100","base.it"
"03069","10520","base.0306910520","INTESA SANPAOLO S.P.A.","ONEGLIA - PIAZZA DANTE, 8/A  ANG.  VIA DELLA REPUBBLICA, 1","18100","base.it"
"03069","10522","base.0306910522","INTESA SANPAOLO S.P.A.","PORTO MAURIZIO - VIA FELICE CASCIONE, 72/A","18100","base.it"
"03069","10501","base.0306910501","INTESA SANPAOLO S.P.A.","ONEGLIA - VIA BERIO, 43","18100","base.it"
"03069","00000","base.0306900000","BANCA INTESA BANCA COMMERCIALE ITALIANA SPA (IN FORMA ABBREVIATA INTESABCI SPA OVVERO BANCA INTESA COMIT SPA)","VIA DELLA REPUBBLICA, 3","18100","base.it"
"03069","10500","base.0306910500","BANCA INTESA S.P.A. (IN FORMA ABBREVIATA INTESA S.P.A.)","VIA DELLA REPUBBLICA, 7","18100","base.it"
"03069","10512","base.0306910512","INTESA SANPAOLO S.P.A.","VIA BERIO, 43","18100","base.it"
"03444","00000","base.0344400000","BANCO D'IMPERIA","VIA BELGRANO,4 (ONEGLIA)","18100","base.it"
"03268","10500","base.0326810500","BANCA SELLA - S.P.A.","PIAZZA ROSSINI, 10","18100","base.it"
"06230","10522","base.0623010522","CASSA DI RISPARMIO DI PARMA E PIACENZA S.P.A. (IN FORMA ABBREVIATA CARIPARMAEPIACENZA S.P.A.)","VIA FELICE CASCIONE, 72/A","18100","base.it"
"10001","10500","base.1000110500","ISTITUTO DI CREDITO AGRARIO S.P.A.","VIALE MATTEOTTI, 33","18100","base.it"
"10330","10500","base.1033010500","FEDERBANCA CREDITO AGRARIO FONDIARIO INDUSTRIALE SPA","VIALE MATTEOTTI, 33","18100","base.it"
"03135","10500","base.0313510500","UNICREDIT, SOCIETA' PER AZIONI","VIALE MATTEOTTI, 136","18100","base.it"
"03135","10501","base.0313510501","UNICREDIT, SOCIETA' PER AZIONI","VIALE MATTEOTTI, 33","18100","base.it"
"03135","10502","base.0313510502","UNICREDIT, SOCIETA' PER AZIONI","VIA ALFIERI, 12","18100","base.it"
"06175","10500","base.0617510500","BANCA CARIGE S.P.A. - CASSA DI RISPARMIO DI GENOVA E IMPERIA(IN FORMA ABBREVIATA CARIGE S.P.A.)","VIA BELGRANO, 1","18100","base.it"
"06175","10501","base.0617510501","BANCA CARIGE S.P.A. - CASSA DI RISPARMIO DI GENOVA E IMPERIA(IN FORMA ABBREVIATA CARIGE S.P.A.)","PORTO MAURIZIO - PIAZZA FRATELLI SERRA, 10","18100","base.it"
"06175","10502","base.0617510502","BANCA CARIGE S.P.A. - CASSA DI RISPARMIO DI GENOVA E IMPERIA(IN FORMA ABBREVIATA CARIGE S.P.A.)","VIA NAZIONALE, 25/A","18100","base.it"
"01025","10500","base.0102510500","SANPAOLO IMI S.P.A.","PORTO MAURIZIO - VIA FELICE CASCIONE, 11","18100","base.it"
"01025","10501","base.0102510501","SANPAOLO IMI S.P.A.","ONEGLIA - VIA BERIO, 43","18100","base.it"
"03223","00000","base.0322300000","UNICREDIT PRIVATE BANKING S.P.A. (IN FORMA ABBREVIATA UNICREDIT PB S.P.A.)"," ","00000","base.it"
"03223","10500","base.0322310500","UNICREDIT PRIVATE BANKING S.P.A. (IN FORMA ABBREVIATA UNICREDIT PB S.P.A.)","VIA FILIPPO BUONARROTI, 1","18100","base.it"
"02002","10500","base.0200210500","BANCA COMMERCIALE ITALIANA","ONEGLIA - PIAZZA DANTE, 8/A  ANG.  VIA DELLA REPUBBLICA, 1","18100","base.it"
"02002","10501","base.0200210501","BANCA COMMERCIALE ITALIANA","PORTO MAURIZIO - VIA FELICE CASCIONE, 72/A","18100","base.it"
"06070","00000","base.0607000000","CARIPLO - CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE S.P.A."," ","00000","base.it"
"06070","10500","base.0607010500","CARIPLO - CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE S.P.A.","VIA DELLA REPUBBLICA, 7","18100","base.it"
"05035","10501","base.0503510501","VENETO BANCA S.P.A. IN LIQUIDAZIONE COATTA AMMINISTRATIVA","VIA BERIO, 43","18100","base.it"
"05034","10501","base.0503410501","BANCO POPOLARE - SOCIETA' COOPERATIVA","VIALE G. MATTEOTTI, 8","18100","base.it"
"05584","10500","base.0558410500","BANCA POPOLARE DI MILANO - SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","VIA BELGRANO, 6","18100","base.it"
"05728","10500","base.0572810500","BANCA POPOLARE DI VICENZA SPA IN LIQUIDAZIONE COATTA AMMINISTRATIVA","VIA DELLA REPUBBLICA, 7","18100","base.it"
"08530","10500","base.0853010500","BCC DI ALBA, LANGHE, ROERO E DEL CANAVESE S.C.","VIA VIEUSSEUX, 10","18100","base.it"
"03332","10500","base.0333210500","BANCA PASSADORE & C. S.P.A.","VIA BONFANTE, 18","18100","base.it"
"03226","10500","base.0322610500","UNICREDIT BANCA D'IMPRESA S.P.A.","VIALE GIACOMO MATTEOTTI, 136","18100","base.it"
"03239","10500","base.0323910500","INTESA SANPAOLO PRIVATE BANKING S.P.A.","PIAZZA DANTE, 8/A","18100","base.it"
"08439","10500","base.0843910500","BANCA DI CARAGLIO, DEL CUNEESE E DELLA RIVIERA DEI FIORI - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA","VIA BELGRANO, 4","18100","base.it"
"03215","10500","base.0321510500","BIPOP - CARIRE S.P.A.","VIA MATTEOTTI, 94","18100","base.it"
"01030","10501","base.0103010501","BANCA MONTE DEI PASCHI DI SIENA S.P.A.","VIA SCHIVA, 58","18100","base.it"
"01030","10500","base.0103010500","BANCA MONTE DEI PASCHI DI SIENA S.P.A.","VIA DELLA REPUBBLICA, 34","18100","base.it"
"05418","10501","base.0541810501","VENETO BANCA S.P.A.","VIA BERIO, 43","18100","base.it"
"06320","10500","base.0632010500","BANCA CASSA DI RISPARMIO DI TORINO S.P.A","VIALE MATTEOTTI, 33","18100","base.it"
"01005","10500","base.0100510500","BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.)","VIA DELLA REPUBBLICA, 50","18100","base.it"
"02008","10505","base.0200810505","UNICREDIT, SOCIETA' PER AZIONI","VIA DE SONNAZ SNC, COMPLESSO EX SASSO","18100","base.it"
"02008","10604","base.0200810604","UNICREDIT, SOCIETA' PER AZIONI","VIA VITTORIO ALFIERI, 12","18100","base.it"
"03133","10500","base.0313310500","CREDITO ITALIANO S.P.A.","VIALE MATTEOTTI, 136","18100","base.it"
"05696","10500","base.0569610500","BANCA POPOLARE DI SONDRIO, SOCIETA' COOPERATIVA PER AZIONI","VIALE G. MATTEOTTI 8","18100","base.it"
"10636","10500","base.1063610500","BANCA MEDIOCREDITO S.P.A.","VIALE MATTEOTTI, 33","18100","base.it"
"03416","10500","base.0341610500","BANCO AMBROSIANO","VIA BELGRANO,4 (ONEGLIA)","18100","base.it"
"03416","10501","base.0341610501","BANCO AMBROSIANO","VIALE MATTEOTTI,35 (PORTO MAURIZIO)","18100","base.it"
"03311","10500","base.0331110500","SELLA HOLDING BANCA S.P.A.","PIAZZA ROSSINI, 10","18100","base.it"
"03500","11800","base.0350011800","C.A.B. - SOCIETA' PER AZIONI","VIALE SAN LAZZARO, 179","36100","base.it"
"03500","11801","base.0350011801","C.A.B. - SOCIETA' PER AZIONI","VIA IV NOVEMBRE, 60","36100","base.it"
"05424","11800","base.0542411800","BANCA POPOLARE DI BARI - SOCIETA' COOPERATIVA PER AZIONI","CORSO SS. FELICE E FORTUNATO ANGOLO VIALE MAZZINI","36100","base.it"
"06045","11800","base.0604511800","CASSA DI RISPARMIO DI BOLZANO S.P.A. - SUDTIROLER SPARKASSE AG","VIA ALBERTO FRANCHETTI, 1","36100","base.it"
"03075","11800","base.0307511800","BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA)","CORSO PALLADIO  ANG.  PIAZZA CASTELLO","36100","base.it"
"02008","11820","base.0200811820","UNICREDIT BANCA S.P.A.","VIA CESARE BATTISTI, 10","36100","base.it"
"02008","11803","base.0200811803","UNICREDIT BANCA S.P.A.","VIALE BARTOLOMEO D'ALVIANO, 93","36100","base.it"
"02008","11802","base.0200811802","UNICREDIT BANCA S.P.A.","CORSO PADOVA, 142/D","36100","base.it"
"02008","11821","base.0200811821","UNICREDIT BANCA S.P.A.","CORSO SS. FELICE E FORTUNATO, 175","36100","base.it"
"02008","11804","base.0200811804","UNICREDIT BANCA S.P.A.","VIALE RIVIERA BERICA, 125","36100","base.it"
"02008","11897","base.0200811897","UNICREDIT BANCA S.P.A.","VIALE TRENTO, 197","36100","base.it"
"02008","11805","base.0200811805","UNICREDIT BANCA S.P.A.","PIAZZA XX SETTEMBRE, 17","36100","base.it"
"02008","11830","base.0200811830","UNICREDIT BANCA S.P.A.","VIA MAZZINI, 25","36100","base.it"
"02008","11807","base.0200811807","UNICREDIT BANCA S.P.A.","VIA LAGO DI MOLVENO, 2","36100","base.it"
"02008","11808","base.0200811808","UNICREDIT BANCA S.P.A.","VIA ARRIGO BOITO, 80","36100","base.it"
"02008","11811","base.0200811811","UNICREDIT BANCA S.P.A.","VIALE TRIESTE, 86","36100","base.it"
"02008","11810","base.0200811810","UNICREDIT BANCA S.P.A.","VIA FRANCESCO BARACCA, 181","36100","base.it"
"02008","11831","base.0200811831","UNICREDIT BANCA S.P.A.","VIALE TRIESTE, 29","36100","base.it"
"02008","11800","base.0200811800","UNICREDIT BANCA S.P.A.","CORSO A. FOGAZZARO, 4","36100","base.it"
"02008","11809","base.0200811809","UNICREDIT BANCA S.P.A.","CONTRA' DEL MONTE, 13","36100","base.it"
"02008","11812","base.0200811812","UNICREDIT BANCA S.P.A.","VIALE ANCONETTA, 49","36100","base.it"
"02008","11833","base.0200811833","UNICREDIT BANCA S.P.A.","VIALE SAN LAZZARO, 171","36100","base.it"
"02008","11814","base.0200811814","UNICREDIT BANCA S.P.A.","VIA RODOLFI, 37","36100","base.it"
"02008","11813","base.0200811813","UNICREDIT BANCA S.P.A.","VIA DALLA SCOLA, 4","36100","base.it"
"02008","11823","base.0200811823","UNICREDIT BANCA S.P.A.","VIA TRIESTE, 163","36100","base.it"
"02008","11822","base.0200811822","UNICREDIT BANCA S.P.A.","VIALE VERONA, 49/51","36100","base.it"
"03064","00000","base.0306400000","BANCA SELLA NORDEST BOVIO CALDERARI S.P.A."," ","00000","base.it"
"03064","11800","base.0306411800","BANCA SELLA NORDEST BOVIO CALDERARI S.P.A.","VIALE VERONA, 12","36100","base.it"
"10632","11800","base.1063211800","EFIBANCA-ENTE FINANZIARIO INTERBANCARIO SPA","VIA LEGIONE ANTONINI, 140","36100","base.it"
"05188","11800","base.0518811800","BANCA POPOLARE DI VERONA - BANCO S.GEMINIANO E S.PROSPERO - SOCIETA' COOPERATIVA DI CREDITO A RESPONSABILITA' LIMITATA","CORSO SAN LAZZARO, 74","36100","base.it"
"05188","11801","base.0518811801","BANCA POPOLARE DI VERONA - BANCO S.GEMINIANO E S.PROSPERO - SOCIETA' COOPERATIVA DI CREDITO A RESPONSABILITA' LIMITATA","PIAZZALE BOLOGNA, 14","36100","base.it"
"05188","11802","base.0518811802","BANCA POPOLARE DI VERONA - BANCO S.GEMINIANO E S.PROSPERO - SOCIETA' COOPERATIVA DI CREDITO A RESPONSABILITA' LIMITATA","PIAZZA G. MATTEOTTI, 19","36100","base.it"
"03556","11800","base.0355611800","CREDITO ROMAGNOLO","VIA MAZZINI, 25","36100","base.it"
"05385","11800","base.0538511800","BANCA POPOLARE DI PUGLIA E BASILICATA - SOCIETA' COOPERATIVA PER AZIONI","VIALE VERONA, 53","36100","base.it"
"03329","11801","base.0332911801","KARNTNER SPARKASSE AKTIENGESELLSCHAFT","VIA ROSSINI, 2","36100","base.it"
"03329","00000","base.0332900000","KARNTNER SPARKASSE AKTIENGESELLSCHAFT","CONTRA' CABIANCA, 7","36100","base.it"
"03076","11802","base.0307611802","BANCA CATTOLICA DEL VENETO","CONTRA' PORTA PADOVA,51/53","36100","base.it"
"03076","11804","base.0307611804","BANCA CATTOLICA DEL VENETO","VIALE DELL'INDUSTRIA,49","36100","base.it"
"03076","11803","base.0307611803","BANCA CATTOLICA DEL VENETO","VIALE DELLA PACE,127","36100","base.it"
"03076","11801","base.0307611801","BANCA CATTOLICA DEL VENETO","CORSO SS.FELICE E FORTUNATO,244","36100","base.it"
"03076","11899","base.0307611899","BANCA CATTOLICA DEL VENETO","PRESSO BORSA MERCI-PIAZZA DEI SIGNORI","36100","base.it"
"03076","11898","base.0307611898","BANCA CATTOLICA DEL VENETO","VIA S.CORONA,25","36100","base.it"
"03076","11897","base.0307611897","BANCA CATTOLICA DEL VENETO","PRESSO MAGAZZINI GENERALI ALLA DOGANA","36100","base.it"
"03076","11800","base.0307611800","BANCA CATTOLICA DEL VENETO","CORSO PALLADIO,108","36100","base.it"
"05188","11804","base.0518811804","BANCA POPOLARE DI VERONA - S. GEMINIANO S. PROSPERO S.P.A. (IN FORMA CONTRATTA BPV O BPV-SGSP)","CORSO PADOVA, 85","36100","base.it"
"05188","11805","base.0518811805","BANCA POPOLARE DI VERONA - S. GEMINIANO S. PROSPERO S.P.A. (IN FORMA CONTRATTA BPV O BPV-SGSP)","VIALE TRIESTE, 256","36100","base.it"
"05188","11806","base.0518811806","BANCA POPOLARE DI VERONA - S. GEMINIANO S. PROSPERO S.P.A. (IN FORMA CONTRATTA BPV O BPV-SGSP)","CORSO PALLADIO, 67 INTERNO CORTE","36100","base.it"
"05188","11807","base.0518811807","BANCA POPOLARE DI VERONA - S. GEMINIANO S. PROSPERO S.P.A. (IN FORMA CONTRATTA BPV O BPV-SGSP)","CORSO FELICE FORTUNATO, 300","36100","base.it"
"05188","11808","base.0518811808","BANCA POPOLARE DI VERONA - S. GEMINIANO S. PROSPERO S.P.A. (IN FORMA CONTRATTA BPV O BPV-SGSP)","VIA DELL'INDUSTRIA, 75","36100","base.it"
"05164","11800","base.0516411800","BANCA POPOLARE DI LODI S.P.A. (IN FORMA CONTRATTA BIPIELLE S.P.A.)","CORSO FELICE FORTUNATO, 300","36100","base.it"
"03440","11800","base.0344011800","BANCO DI DESIO E DELLA BRIANZA - SOCIETA' PER AZIONI","CORSO PALLADIO, 18 ANGOLO PIAZZA CASTELLO","36100","base.it"
"03440","60120","base.0344060120","BANCO DI DESIO E DELLA BRIANZA - SOCIETA' PER AZIONI","CORSO PALLADIO, 18 ANGOLO PIAZZA CASTELLO (PROVVISORIO)","36100","base.it"
"03440","11801","base.0344011801","BANCO DI DESIO E DELLA BRIANZA - SOCIETA' PER AZIONI","CORSO PALLADIO, 18 ANGOLO PIAZZA CASTELLO","36100","base.it"
"06155","11800","base.0615511800","CASSA DI RISPARMIO DI FERRARA S.P.A.","VIALE GIUSEPPE MAZZINI, 10","36100","base.it"
"03431","11800","base.0343111800","BANCA CARIGE ITALIA SPA","VIALE MAZZINI, 31/P","36100","base.it"
"03213","11800","base.0321311800","BANCA PRIMAVERA SPA","CORSO PALLADIO  ANG.  PIAZZA CASTELLO","36100","base.it"
"05116","11800","base.0511611800","BANCA VALSABBINA SOCIETA' COOPERATIVA PER AZIONI (IN BREVE LA VALSABBINA)","VIALE VERONA, 101","36100","base.it"
"05216","11800","base.0521611800","BANCA PICCOLO CREDITO VALTELLINESE, SOCIETA' PER AZIONI","VIA E. FERMI, 5","36100","base.it"
"05437","11800","base.0543711800","BIPOP CARIRE, SOCIETA' PER AZIONI","VIALE VERONA, 49/51","36100","base.it"
"05034","11802","base.0503411802","BANCO BPM SOCIETA' PER AZIONI","PIAZZA G. MATTEOTTI, 19","36100","base.it"
"05034","11804","base.0503411804","BANCO BPM SOCIETA' PER AZIONI","CORSO PADOVA, 85","36100","base.it"
"05034","11805","base.0503411805","BANCO BPM SOCIETA' PER AZIONI","VIALE TRIESTE, 256","36100","base.it"
"05034","11806","base.0503411806","BANCO BPM SOCIETA' PER AZIONI","CORSO PALLADIO, 67","36100","base.it"
"05034","11808","base.0503411808","BANCO BPM SOCIETA' PER AZIONI","VIA DELL'INDUSTRIA, 75","36100","base.it"
"05034","11800","base.0503411800","BANCO BPM SOCIETA' PER AZIONI","VIALE SAN LAZZARO, 74 ANG. VIA MONTEVERDI","36100","base.it"
"03120","11800","base.0312011800","BANCA DEL FRIULI","VIA MAZZINI, 25","36100","base.it"
"03207","11800","base.0320711800","CAPITALIA, SOCIETA' PER AZIONI","VIALE MAZZINI, 77","36100","base.it"
"03207","11801","base.0320711801","CAPITALIA, SOCIETA' PER AZIONI","VIA TRIESTE, 163","36100","base.it"
"03207","00000","base.0320700000","CAPITALIA, SOCIETA' PER AZIONI"," ","00000","base.it"
"03001","11800","base.0300111800","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","CORSO PALLADIO, 108","36100","base.it"
"03001","11802","base.0300111802","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","CONTRA' PORTA PADOVA, 51/53","36100","base.it"
"03001","11804","base.0300111804","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIALE DELL'INDUSTRIA, 47","36100","base.it"
"03001","11803","base.0300111803","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIALE DELLA PACE, 127","36100","base.it"
"03001","11801","base.0300111801","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIALE VERONA, 68","36100","base.it"
"03001","11898","base.0300111898","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","CONTRA' S.CORONA, 25 - SPORTELLO METALLI PREZIOSI","36100","base.it"
"03001","11805","base.0300111805","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIA DELLE CATTANE, 19","36100","base.it"
"03001","11806","base.0300111806","BANCO AMBROSIANO VENETO S.P.A. (OPPURE AMBROVENETO S.P.A.)","VIA MONTE GRAPPA, 16","36100","base.it"
"03191","11800","base.0319111800","SANTANDER CONSUMER BANK S.P.A.","VIALE VERONA, 81","36100","base.it"
"03104","11800","base.0310411800","DEUTSCHE BANK S.P.A.","CONTRA' CANOVE, 9","36100","base.it"
"03104","00000","base.0310400000","DEUTSCHE BANK S.P.A."," ","00000","base.it"
"03001","11807","base.0300111807","BANCO AMBROSIANO VENETO - AMBROVENETO","PRESSO BORSA MERCI-PIAZZA DEI SIGNORI","36100","base.it"
"03452","00000","base.0345200000","BANCO DI S. SPIRITO"," ","36100","base.it"
"05437","00000","base.0543700000","BANCA POPOLARE DI BRESCIA","VIALE VERONA","00000","base.it"
"06345","11800","base.0634511800","CASSA DI RISPARMIO DI VENEZIA","VIA ROMA 6/8","36100","base.it"
"02005","11899","base.0200511899","BANCO DI ROMA","PRESSO CIRCOSCRIZIONE DOGANALE","36100","base.it"
"02005","11800","base.0200511800","BANCO DI ROMA","VIALE MAZZINI, 77","36100","base.it"
"02005","11801","base.0200511801","BANCO DI ROMA","VIA TRIESTE 161","36100","base.it"
"03111","11800","base.0311111800","BANCA LOMBARDA SOCIETA' PER AZIONI","VIALE SAN LAZZARO, 179","36100","base.it"
"03111","11801","base.0311111801","BANCA LOMBARDA SOCIETA' PER AZIONI","VIA IV NOVEMBRE, 60","36100","base.it"
"05040","11810","base.0504011810","BANCA ANTONVENETA S.P.A. (IN FORMA ABBREVIATA ANTONVENETA S.P.A.)","VIALE MAZZINI, 21","36100","base.it"
"05040","11801","base.0504011801","BANCA ANTONVENETA S.P.A. (IN FORMA ABBREVIATA ANTONVENETA S.P.A.)","VIALE DELLA PACE, 131","36100","base.it"
"05040","11802","base.0504011802","BANCA ANTONIANA POPOLARE VENETA S.P.A. (IN FORMA ABBREVIATA BANCA ANTONVENETA SPA)","VIA LAMARMORA, 84/86","36100","base.it"
"05040","11800","base.0504011800","BANCA ANTONVENETA S.P.A. (IN FORMA ABBREVIATA ANTONVENETA S.P.A.)","VIA PRATI, 16","36100","base.it"
"05040","11806","base.0504011806","BANCA ANTONVENETA S.P.A. (IN FORMA ABBREVIATA ANTONVENETA S.P.A.)","PIAZZALE DE GASPERI, 18","36100","base.it"
"05040","11807","base.0504011807","BANCA ANTONIANA POPOLARE VENETA S.P.A. (IN FORMA ABBREVIATA BANCA ANTONVENETA SPA)","VIA GALLIENO  ANG.  CORSO PADOVA","36100","base.it"
"05040","11803","base.0504011803","BANCA ANTONVENETA S.P.A. (IN FORMA ABBREVIATA ANTONVENETA S.P.A.)","VIA GIROTTO, 13/15","36100","base.it"
"09006","11800","base.0900611800","EFIBANCA S.P.A.","VIA LEGIONE ANTONINI, 140","36100","base.it"
"08590","11800","base.0859011800","BANCA DEL CENTROVENETO - CREDITO COOPERATIVO SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA - LONGARE (VI)","VIALE CAMISANO, 15","36100","base.it"
"08590","11801","base.0859011801","BANCA DEL CENTROVENETO - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA - LONGARE (VI)","PIAZZA MATTEOTTI, 3/4","36100","base.it"
"08590","11802","base.0859011802","CENTROVENETO BASSANO BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA","VIALE SAN LAZZARO, 231","36100","base.it"
"03032","11800","base.0303211800","CREDITO EMILIANO S.P.A.","CORSO PALLADIO, 54","36100","base.it"
"03032","11801","base.0303211801","CREDITO EMILIANO S.P.A.","VIALE VERONA, 122","36100","base.it"
"03032","00000","base.0303200000","CREDITO EMILIANO S.P.A."," ","00000","base.it"
"03209","00000","base.0320900000","BANCA BSI ITALIA S.P.A. (IN BREVE BSI ITALIA S.P.A.)"," ","00000","base.it"
"03002","11800","base.0300211800","BANCA DI ROMA","VIALE MAZZINI, 77","36100","base.it"
"03002","11801","base.0300211801","BANCA DI ROMA","VIA TRIESTE, 161","36100","base.it"
"03002","00000","base.0300200000","BANCA DI ROMA"," ","36100","base.it"
"03002","11802","base.0300211802","BANCA DI ROMA","VIALE MILANO, 14","36100","base.it"
"06335","11800","base.0633511800","CASSA DI RISPARMIO DI TRIESTE - BANCA S.P.A.","VIALE TRENTO, 130","36100","base.it"
"03011","12301","base.0301112301","KARNTNER LANDES UND HYPOTHEKENBANK A.G.","VIALE VENEZIA, 100","00000","base.it"
"03011","11801","base.0301111801","KARNTNER LANDES UND HYPOTHEKENBANK A.G.","VIALE CRISPI C/O GALLERIA CRISPI","36100","base.it"
